row_label_raw,row_label_full,CHỈ TIỀU,Mã số,Số đã bảo cáo năm 2014,Phân loại lại theo Thông tư 200,Số sau phân loại lại năm 2014,numeric__Mã số,numeric__Số đã bảo cáo năm 2014,numeric__Phân loại lại theo Thông tư 200,numeric__Số sau phân loại lại năm 2014
L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH,,,,
- Tăng các khoản phải thu,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH > - Tăng các khoản phải thu,- Tăng các khoản phải thu,09,(13.719.176.341),(2.021.103.347),(15.740.279.688),9.0,-13719176341.0,-2021103347.0,-15740279688.0
- Tăng hàng tồn kho,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH > - Tăng hàng tồn kho,- Tăng hàng tồn kho,10,(438.911.772.320),20.207.288.054,(418.704.484.266),10.0,-438911772320.0,20207288054.0,-418704484266.0
- Tiền chi khác cho hoạt động kinh doanh,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH > - Tiền chi khác cho hoạt động kinh doanh,- Tiền chi khác cho hoạt động kinh doanh,17,(47.174.283.526),2.021.103.347,(45.153.180.179),17.0,-47174283526.0,2021103347.0,-45153180179.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(189.337.474.301),20.207.288.054,(169.130.186.247),20.0,-189337474301.0,20207288054.0,-169130186247.0
Lưu chuyển tiền thuần trong năm,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,(23.184.023.897),20.207.288.054,(2.976.735.843),50.0,-23184023897.0,20207288054.0,-2976735843.0
Tiền đầu năm,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH > Tiền đầu năm,Tiền đầu năm,60,292.923.008.187,(254.806.552.933),38.116.455.254,60.0,292923008187.0,-254806552933.0,38116455254.0
Tiền cuối năm,L. LUU CHUYỀN TIÊN TỔ HOẠT ĐỘNG KINH DOANH > Tiền cuối năm,Tiền cuối năm,70,269.738.984.290,(234.599.264.879),35.139.719.411,70.0,269738984290.0,-234599264879.0,35139719411.0
