row_label_raw,row_label_full,Ngân hàng > - Ngân hàng Thương mại Cổ phần Đông Nam Â- Chi nhánh Hồ Chí Minh > - Ngân hàng thương mại Cổ phần Ngoại thương Việt Nam- Chi nhánh Hồ Chí Minh > - Ngân hàng TNHH CTBC- Chi nhánh Hồ Chí Minh > - Ngân hàng TNHH MTV Shinhan Việt Nam- Chi nhánh Hồ Chí Minh > - Ngân hàng Thương mại Cổ phần Quản Đội > - Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Hồ Chí Minh > Trải phiếu - Ngân hàng Thương mại Cổ phần Phương Đông (*),31/12/2015VND > 100.000.000.000 > 279.947.647.855 > 65.669.000.000 > 60.000.000.000 > 60.267.509.526 > 31.000.000.000 > 300.000.000.000,Ngày đào hạn > Từ ngày 08 tháng 03 năm 2016 đến ngày25 tháng 03 năm 2016 > Từ ngày 07 tháng 03 năm 2016 đến ngày28 tháng 06 năm 2016 > Từ ngày 19 tháng 04 năm 2016 đến ngày24 tháng 05 năm 2016 > Từ ngày 20 tháng 01 năm 2016 đến ngày02 tháng 03 năm 2016 > Từ ngày 09 tháng 01 năm 2016 đến ngày29 tháng 02 năm 2016 > Từ ngày 04 tháng 02 năm 2016 đến ngày05 tháng 2 năm 2016 > Ngày 12 tháng 11 năm 2016,"Lãi suất% năm > 7 > 5,5 > 6,0 - 6,4 > 5,3 - 5,6 > 5 > 8,5","Hình thức đảm bảo > Hàng tồn kho, Quyền sử dụng đất và tài sản gần liền với đất tại số 123 Hàng Vương, P.Hải Châu II, Q.Hải Châu, Đà Nẵng > Tin chấp > Hàng tồn kho > Tin chấp > Hàng tồn kho > Cổ phiếu PNJ",numeric__31/12/2015VND > 100.000.000.000 > 279.947.647.855 > 65.669.000.000 > 60.000.000.000 > 60.267.509.526 > 31.000.000.000 > 300.000.000.000,numeric__Ngày đào hạn > Từ ngày 08 tháng 03 năm 2016 đến ngày25 tháng 03 năm 2016 > Từ ngày 07 tháng 03 năm 2016 đến ngày28 tháng 06 năm 2016 > Từ ngày 19 tháng 04 năm 2016 đến ngày24 tháng 05 năm 2016 > Từ ngày 20 tháng 01 năm 2016 đến ngày02 tháng 03 năm 2016 > Từ ngày 09 tháng 01 năm 2016 đến ngày29 tháng 02 năm 2016 > Từ ngày 04 tháng 02 năm 2016 đến ngày05 tháng 2 năm 2016 > Ngày 12 tháng 11 năm 2016,"numeric__Lãi suất% năm > 7 > 5,5 > 6,0 - 6,4 > 5,3 - 5,6 > 5 > 8,5","numeric__Hình thức đảm bảo > Hàng tồn kho, Quyền sử dụng đất và tài sản gần liền với đất tại số 123 Hàng Vương, P.Hải Châu II, Q.Hải Châu, Đà Nẵng > Tin chấp > Hàng tồn kho > Tin chấp > Hàng tồn kho > Cổ phiếu PNJ"
Vay cá nhân,Vay cá nhân,Vay cá nhân,271.572.301.515,,3 - 9,Tin chấp,271572301515.0,,,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,26.804.000.000,,,,26804000000.0,,,
,,,1.195.260.458.896,,,,1195260458896.0,,,
