row_label_raw,row_label_full,col_0,31/12/2015 > Số lượng,31/12/2015 > VNDGiá trị,31/12/2014 > Số lượng,31/12/2014 > VNDGiá trị,numeric__31/12/2015 > Số lượng,numeric__31/12/2015 > VNDGiá trị,numeric__31/12/2014 > Số lượng,numeric__31/12/2014 > VNDGiá trị
Vàng (chi),Vàng (chi),Vàng (chi),"289,78",485.490.600,"149,99",499.999.998,289.78,485490600.0,149.99,499999998.0
Tài sản khác,Tài sản khác,Tài sản khác,-,75.505.643,-,401.448.287,,75505643.0,,401448287.0
,,,"289,78",560.996.243,"149,99",901.448.285,289.78,560996243.0,149.99,901448285.0
