row_label_raw,row_label_full,col_0,Chi phí phải trả vàcác khoản dựphòng khácVND,numeric__Chi phí phải trả vàcác khoản dựphòng khácVND
Tại ngày 01/01/2014,Tại ngày 01/01/2014,Tại ngày 01/01/2014,701.850.324,701850324.0
Chuyển sang lợi nhuận trong năm,Chuyển sang lợi nhuận trong năm,Chuyển sang lợi nhuận trong năm,219.612.528,219612528.0
Tại ngày 31/12/2014,Tại ngày 31/12/2014,Tại ngày 31/12/2014,921.462.852,921462852.0
Chuyển sang lợi nhuận trong năm,Chuyển sang lợi nhuận trong năm,Chuyển sang lợi nhuận trong năm,1.575.489.218,1575489218.0
Tại ngày 31/12/2015,Tại ngày 31/12/2015,Tại ngày 31/12/2015,2.496.952.070,2496952070.0
