row_label_raw,row_label_full,col_0,31/12/2015VND,31/12/2014VND,numeric__31/12/2015VND,numeric__31/12/2014VND
Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,Các khoản phải thu khách hàng,,
Công ty TNHH Một thành viên Thời trang CAO,Các khoản phải thu khách hàng > Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,-,572.499.629,,572499629.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,,
Công ty TNHH Một thành viên Thời trang CAO,Các khoản phải thu khác > Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,8.000.000.000,4.979.800.000,8000000000.0,4979800000.0
Các khoản phải trả người bán,Các khoản phải trả người bán,Các khoản phải trả người bán,Các khoản phải trả người bán,Các khoản phải trả người bán,,
Công ty TNHH Một thành viên Giám định PNJ,Các khoản phải trả người bán > Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,1.146.450.000,1.478.374.997,1146450000.0,1478374997.0
Khách hàng ứng tiền trước,Khách hàng ứng tiền trước,Khách hàng ứng tiền trước,Khách hàng ứng tiền trước,Khách hàng ứng tiền trước,,
Công ty TNHH Một thành viên Thời trang CAO,Khách hàng ứng tiền trước > Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,603.340.214,-,603340214.0,
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,,
Công ty TNHH Một thành viên Giám định PNJ,Các khoản phải trả khác > Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,3.113.260.274,15.030.000.000,3113260274.0,15030000000.0
Vay,Vay,Vay,Vay,Vay,,
Ngân hàng Thương mại Cổ phần Đông Á,Vay > Ngân hàng Thương mại Cổ phần Đông Á,Ngân hàng Thương mại Cổ phần Đông Á,41.660.000.000,78.128.000.000,41660000000.0,78128000000.0
Công ty TNHH Một thành viên Giám định PNJ,Vay > Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,6.000.000.000,-,6000000000.0,
