row_label_raw,row_label_full,col_0,Theo Giấy chứng nhậnDăng ký Kinh doanh,Theo Giấy chứng nhậnDăng ký Kinh doanh_1,Vốn đã góp,Vốn đã góp_1,numeric__Theo Giấy chứng nhậnDăng ký Kinh doanh,numeric__Theo Giấy chứng nhậnDăng ký Kinh doanh_1,numeric__Vốn đã góp,numeric__Vốn đã góp_1
,,,VND,%,31/12/2015VND,31/12/2014VND,,,,
Cao Thị Ngọc Dung,Cao Thị Ngọc Dung,Cao Thị Ngọc Dung,99.667.140.000,"10,14%",99.667.140.000,19.156.000.000,99667140000.0,0.1014,99667140000.0,19156000000.0
Nguyễn Thị Cúc,Nguyễn Thị Cúc,Nguyễn Thị Cúc,9.424.960.000,"0,96%",9.424.960.000,2.000.000.000,9424960000.0,0.0096,9424960000.0,2000000000.0
Nguyễn Vũ Phan,Nguyễn Vũ Phan,Nguyễn Vũ Phan,8.969.960.000,"0,91%",8.969.960.000,2.000.000.000,8969960000.0,0.0091,8969960000.0,2000000000.0
Cổ đông khác,Cổ đông khác,Cổ đông khác,864.683.710.000,"87,99%",864.683.710.000,732.814.350.000,864683710000.0,0.8798999999999999,864683710000.0,732814350000.0
,,,982.745.770.000,100%,982.745.770.000,755.970.350.000,982745770000.0,1.0,982745770000.0,755970350000.0
