row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015,31/12/2014,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014
TÀI SẢNA. TÀI SẢN NGẢN HẠN,TÀI SẢNA. TÀI SẢN NGẢN HẠN,TÀI SẢNA. TÀI SẢN NGẢN HẠN,100,,2.249.671.374.204,1.803.181.850.800,100.0,,2249671374204.0,1803181850800.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,34.348.296.246,35.139.719.411,110.0,,34348296246.0,35139719411.0
1. Tiền,1. Tiền,1. Tiền,111,5,34.348.296.246,35.139.719.411,111.0,5.0,34348296246.0,35139719411.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,65.000.000,65.000.000,120.0,6.0,65000000.0,65000000.0
1. Đầu tư nằm giữ đến ngày đào hạn,1. Đầu tư nằm giữ đến ngày đào hạn,1. Đầu tư nằm giữ đến ngày đào hạn,123,,65.000.000,65.000.000,123.0,,65000000.0,65000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,53.885.770.899,76.957.255.497,130.0,,53885770899.0,76957255497.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,29.617.644.782,45.069.065.323,131.0,7.0,29617644782.0,45069065323.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,9.150.910.662,16.213.997.161,132.0,,9150910662.0,16213997161.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,14.556.219.212,22.524.963.387,136.0,8.0,14556219212.0,22524963387.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,,-,(7.752.218.659),137.0,,,-7752218659.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,9,560.996.243,901.448.285,139.0,9.0,560996243.0,901448285.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,2.116.642.713.460,1.655.596.302.559,140.0,10.0,2116642713460.0,1655596302559.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,2.116.642.713.460,1.655.596.302.559,141.0,,2116642713460.0,1655596302559.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,44.729.593.599,35.423.573.333,150.0,,44729593599.0,35423573333.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,43.626.588.708,27.110.751.151,151.0,11.0,43626588708.0,27110751151.0
2. Thuế giả trị gia tăng được khấu trừ,2. Thuế giả trị gia tăng được khấu trừ,2. Thuế giả trị gia tăng được khấu trừ,152,,-,3.659.558.376,152.0,,,3659558376.0
3. Thuế và các khoản khácphải thu Nhà nước,3. Thuế và các khoản khácphải thu Nhà nước,3. Thuế và các khoản khácphải thu Nhà nước,153,14,1.103.004.891,4.653.263.806,153.0,14.0,1103004891.0,4653263806.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,707.928.484.787,1.010.005.918.044,200.0,,707928484787.0,1010005918044.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,20.841.475.040,13.014.032.750,210.0,,20841475040.0,13014032750.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,8,20.841.475.040,13.014.032.750,216.0,8.0,20841475040.0,13014032750.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,484.951.879.839,451.461.210.704,220.0,,484951879839.0,451461210704.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,192.581.923.667,160.211.532.448,221.0,12.0,192581923667.0,160211532448.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,222,,323.732.078.905,263.929.102.351,222.0,,323732078905.0,263929102351.0
- Giá trị hao mòn lây kế,- Giá trị hao mòn lây kế,- Giá trị hao mòn lây kế,223,,(131.150.155.238),(103.717.569.903),223.0,,-131150155238.0,-103717569903.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,292.369.956.172,291.249.678.256,227.0,13.0,292369956172.0,291249678256.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,228,,295.745.366.571,293.121.956.571,228.0,,295745366571.0,293121956571.0
- Giá trị hao mòn lây kế,- Giá trị hao mòn lây kế,- Giá trị hao mòn lây kế,229,,(3.375.410.399),(1.872.278.315),229.0,,-3375410399.0,-1872278315.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,6.279.408.722,739.090.200,240.0,,6279408722.0,739090200.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,15,6.279.408.722,739.090.200,242.0,15.0,6279408722.0,739090200.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,,166.084.385.537,531.735.510.537,250.0,,166084385537.0,531735510537.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,16,20.000.000.000,20.000.000.000,251.0,16.0,20000000000.0,20000000000.0
2. Đầu tư vào công ty liên kết,2. Đầu tư vào công ty liên kết,2. Đầu tư vào công ty liên kết,252,17,91.866.300.000,91.866.300.000,252.0,17.0,91866300000.0,91866300000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,18,395.271.613.400,460.651.988.400,253.0,18.0,395271613400.0,460651988400.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,6,(341.053.527.863),(40.782.777.863),254.0,6.0,-341053527863.0,-40782777863.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,29.771.335.649,13.056.073.853,260.0,,29771335649.0,13056073853.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,27.274.383.579,12.134.611.001,261.0,11.0,27274383579.0,12134611001.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,19,2.496.952.070,921.462.852,262.0,19.0,2496952070.0,921462852.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,2.957.599.858.991,2.813.187.768.844,270.0,,2957599858991.0,2813187768844.0
