row_label_raw,row_label_full,col_0,Số đầu kỳ,Tăng trong kỳ,Giảm trong kỳ,Số cuối kỳ,numeric__Số đầu kỳ,numeric__Tăng trong kỳ,numeric__Giảm trong kỳ,numeric__Số cuối kỳ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,517.950.110.299,857.538.787.479,859.312.128.682,516.176.769.096,517950110299.0,857538787479.0,859312128682.0,516176769096.0
- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,42.400.000.000,86.457.000.000,86.609.000.000,42.248.000.000,42400000000.0,86457000000.0,86609000000.0,42248000000.0
- Ngân hàng TMCP DT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP DT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP DT&PT Việt Nam - CN Gia Lai,285.631.123.382,405.671.626.956,450.397.610.338,240.905.140.000,285631123382.0,405671626956.0,450397610338.0,240905140000.0
- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,60.000.000.000,128.500.000.000,103.500.000.000,85.000.000.000,60000000000.0,128500000000.0,103500000000.0,85000000000.0
- Ngân hàng Phương Đông - CN TPHCM,- Ngân hàng Phương Đông - CN TPHCM,- Ngân hàng Phương Đông - CN TPHCM,-,73.438.614.270,28.438.614.270,45.000.000.000,,73438614270.0,28438614270.0,45000000000.0
- Công ty CP BOT và BT Đức Long Đắk Nông,- Công ty CP BOT và BT Đức Long Đắk Nông,- Công ty CP BOT và BT Đức Long Đắk Nông,44.690.000.000,140.570.416.380,131.770.000.000,53.490.416.380,44690000000.0,140570416380.0,131770000000.0,53490416380.0
- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,- Công ty CP BOT và BT Đức Long Gia Lai,41.043.462.370,17.500.000.000,17.100.000.000,41.443.462.370,41043462370.0,17500000000.0,17100000000.0,41443462370.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,27.547.616.232,2.050.000.000,29.597.616.232,-,27547616232.0,2050000000.0,29597616232.0,
- Công ty CP Đầu tư và Phát triển Diện Nông Đức Long Gia Lai,- Công ty CP Đầu tư và Phát triển Diện Nông Đức Long Gia Lai,- Công ty CP Đầu tư và Phát triển Diện Nông Đức Long Gia Lai,16.637.908.315,3.351.129.873,11.899.287.842,8.089.750.346,16637908315.0,3351129873.0,11899287842.0,8089750346.0
Các khoản mượn bằng tiền,Các khoản mượn bằng tiền,Các khoản mượn bằng tiền,1.508.394.799,285.555.454.574,262.816.008.893,24.247.840.480,1508394799.0,285555454574.0,262816008893.0,24247840480.0
- Công ty CP Dịch vụ Bảo vệ Đức,- Công ty CP Dịch vụ Bảo vệ Đức,- Công ty CP Dịch vụ Bảo vệ Đức,573.361.504,19.000.000,248.500.000,343.861.504,573361504.0,19000000.0,248500000.0,343861504.0
Long Gia Lai,Long Gia Lai,Long Gia Lai,,,,,,,,
- Phan Đình Trung,Long Gia Lai > - Phan Đình Trung,- Phan Đình Trung,-,218.000.000.000,195.000.000.000,23.000.000.000,,218000000000.0,195000000000.0,23000000000.0
- Các đối tượng khác,Long Gia Lai > - Các đối tượng khác,- Các đối tượng khác,935.033.295,67.536.454.574,67.567.508.893,903.978.976,935033295.0,67536454574.0,67567508893.0,903978976.0
Vay dài hạn đến hạn trả,Long Gia Lai > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,71.948.664.542,73.158.993.918,56.643.174.400,88.464.484.060,71948664542.0,73158993918.0,56643174400.0,88464484060.0
- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,Long Gia Lai > - Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,2.000.000.000,2.000.000.000,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0,2000000000.0,2000000000.0
- Ngân hàng TMCP DT&PT Việt Nam - CN Gia Lai,Long Gia Lai > - Ngân hàng TMCP DT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP DT&PT Việt Nam - CN Gia Lai,17.200.000.000,28.300.000.000,17.200.000.000,28.300.000.000,17200000000.0,28300000000.0,17200000000.0,28300000000.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,Long Gia Lai > - Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,6.614.374.000,4.560.134.800,5.587.254.400,5.587.254.400,6614374000.0,4560134800.0,5587254400.0,5587254400.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,Long Gia Lai > - Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,45.778.370.542,37.942.939.118,31.500.000.000,52.221.309.660,45778370542.0,37942939118.0,31500000000.0,52221309660.0
- Ngân hàng TMCP Quốc Dân - Sở giao dịch,Long Gia Lai > - Ngân hàng TMCP Quốc Dân - Sở giao dịch,- Ngân hàng TMCP Quốc Dân - Sở giao dịch,355.920.000,355.920.000,355.920.000,355.920.000,355920000.0,355920000.0,355920000.0,355920000.0
Trái phiếu phát hành đến hạn trả,Long Gia Lai > Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,133.577.248.732,2.797.251.268,-,136.374.500.000,133577248732.0,2797251268.0,,136374500000.0
Cộng,Long Gia Lai > Cộng,Cộng,724.984.418.372,1.219.050.487.239,1.178.771.311.975,765.263.593.636,724984418372.0,1219050487239.0,1178771311975.0,765263593636.0
