row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2017 VND,01/01/2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__01/01/2017 VND
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,2.468.319.525.049,2.559.156.846.971,100.0,,2468319525049.0,2559156846971.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,319.083.897.459,79.370.179.360,110.0,,319083897459.0,79370179360.0
1. Tiền,1. Tiền,1. Tiền,111,6,307.530.522.954,38.360.924.154,111.0,6.0,307530522954.0,38360924154.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,7,11.553.374.505,41.009.255.206,112.0,7.0,11553374505.0,41009255206.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,279.039.106.073,580.094.590.556,120.0,,279039106073.0,580094590556.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,8a,264.000.000.000,264.000.000.000,121.0,,264000000000.0,264000000000.0
2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,123,8b,15.039.106.073,316.094.590.556,123.0,,15039106073.0,316094590556.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.569.780.891.492,1.633.226.491.753,130.0,,1569780891492.0,1633226491753.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,9,348.052.027.552,349.435.643.586,131.0,9.0,348052027552.0,349435643586.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,10,350.008.431.968,367.637.187.730,132.0,10.0,350008431968.0,367637187730.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,11a,783.966.247.124,794.904.748.523,135.0,,783966247124.0,794904748523.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,12a,101.568.086.119,132.026.551.807,136.0,,101568086119.0,132026551807.0
