row_label_raw,row_label_full,TÀI SẢN (tiếp theo),Mã số,Thuyết minh,31/12/2017 VND,01/01/2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__01/01/2017 VND
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,210.408.364.726,368.154.867.165,240.0,,210408364726.0,368154867165.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,18,210.408.364.726,368.154.867.165,242.0,18.0,210408364726.0,368154867165.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,1.487.881.375.431,1.018.117.758.958,250.0,,1487881375431.0,1018117758958.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,8c,1.511.390.502.500,992.488.542.500,251.0,,1511390502500.0,992488542500.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,8c,28.900.766.000,28.900.766.000,252.0,,28900766000.0,28900766000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,8c,2.700.000.000,24.971.500.000,253.0,,2700000000.0,24971500000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,8c,(55.109.893.069),(28.243.049.542),254.0,,-55109893069.0,-28243049542.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,3.552.118.795,924.907.152,260.0,,3552118795.0,924907152.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,19,3.552.118.795,924.907.152,261.0,19.0,3552118795.0,924907152.0
2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,268,,-,-,268.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,5.287.017.407.616,4.473.181.497.905,270.0,,5287017407616.0,4473181497905.0
