row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị,31/12/2017 > Dự phòng,01/01/2017 > Giá trị,01/01/2017 > Dự phòng,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Dự phòng,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Dự phòng
Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,795.522.881,-,10.858.231.638,-,795522881.0,,10858231638.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,88.277.192.486,(974.653.388),99.154.108.849,(974.653.388),88277192486.0,-974653388.0,99154108849.0,-974653388.0
- Công ty CP Trống rừng & Cây CN DLGL,- Công ty CP Trống rừng & Cây CN DLGL,- Công ty CP Trống rừng & Cây CN DLGL,34.119.526.582,-,21.669.864.497,-,34119526582.0,,21669864497.0,
- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,-,-,1.635.037.883,-,,,1635037883.0,
- Công ty CP Đầu tư & KD Bất động sản DLGL,- Công ty CP Đầu tư & KD Bất động sản DLGL,- Công ty CP Đầu tư & KD Bất động sản DLGL,38.461.111,-,-,-,38461111.0,,,
- DNTN DL Lữ hành & DT Xây dựng NHHTC,- DNTN DL Lữ hành & DT Xây dựng NHHTC,- DNTN DL Lữ hành & DT Xây dựng NHHTC,974.653.388,(974.653.388),974.653.388,(974.653.388),974653388.0,-974653388.0,974653388.0,-974653388.0
- Công ty CP Chế biến Gỗ DLGL,- Công ty CP Chế biến Gỗ DLGL,- Công ty CP Chế biến Gỗ DLGL,2.189.358.756,-,434.939.050,-,2189358756.0,,434939050.0,
- Công ty CP Quốc tế Sài Gòn,- Công ty CP Quốc tế Sài Gòn,- Công ty CP Quốc tế Sài Gòn,-,-,46.610.648.101,-,,,46610648101.0,
- Công ty CP Đầu tư và Xây dựng DLGL,- Công ty CP Đầu tư và Xây dựng DLGL,- Công ty CP Đầu tư và Xây dựng DLGL,130.631.972,-,-,-,130631972.0,,,
- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,12.730.194.454,-,-,-,12730194454.0,,,
- Nguyễn Tân Tiến,- Nguyễn Tân Tiến,- Nguyễn Tân Tiến,16.522.740.586,-,8.871.577.178,-,16522740586.0,,8871577178.0,
- Nguyễn Thanh Tâm,- Nguyễn Thanh Tâm,- Nguyễn Thanh Tâm,12.114.573.480,-,-,-,12114573480.0,,,
- Nguyễn Thanh Lâm,- Nguyễn Thanh Lâm,- Nguyễn Thanh Lâm,-,-,18.705.064.735,-,,,18705064735.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,9.457.052.157,-,252.324.017,-,9457052157.0,,252324017.0,
Tạm ứng,Tạm ứng,Tạm ứng,5.163.286.506,(67.479.236),17.021.837.150,(67.479.236),5163286506.0,-67479236.0,17021837150.0,-67479236.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",131.137.800,-,-,-,131137800.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,7.200.946.446,(1.962.145.407),4.992.374.170,(1.557.012.357),7200946446.0,-1962145407.0,4992374170.0,-1557012357.0
Cộng,Cộng,Cộng,101.568.086.119,(3.004.278.031),132.026.551.807,(2.599.144.981),101568086119.0,-3004278031.0,132026551807.0,-2599144981.0
