row_label_raw,row_label_full,CHỈ TIÊU,31/12/2017,01/01/2017,numeric__31/12/2017,numeric__01/01/2017
Ngoại tệ các loại (USD),Ngoại tệ các loại (USD),Ngoại tệ các loại (USD),"52.708,05","64.659,36",52708.05,64659.36
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,1.064.648.999,1.064.648.999,1064648999.0,1064648999.0
- Vachetti Giuseppe S.P.A,- Vachetti Giuseppe S.P.A,- Vachetti Giuseppe S.P.A,636.431.769,636.431.769,636431769.0,636431769.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,428.217.230,428.217.230,428217230.0,428217230.0
