row_label_raw,row_label_full,col_0,Vốn góp củachủ sở hữu,Thặng dư vốncổ phần,Quyền chọnchuyển đốitrải phiếu,Chênh lệchty giá,Quỹ đầu tưphát triển,Lợi nhuậnsau thuếchưa phân phối,Cộng,numeric__Vốn góp củachủ sở hữu,numeric__Thặng dư vốncổ phần,numeric__Quyền chọnchuyển đốitrải phiếu,numeric__Chênh lệchty giá,numeric__Quỹ đầu tưphát triển,numeric__Lợi nhuậnsau thuếchưa phân phối,numeric__Cộng
Số dư tại 01/01/2016,Số dư tại 01/01/2016,Số dư tại 01/01/2016,1.691.861.170.000,49.928.104.500,94.188.783.378,-,6.196.436.959,116.746.184.816,1.958.920.679.653,1691861170000.0,49928104500.0,94188783378.0,,6196436959.0,116746184816.0,1958920679653.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,609.582.250.000 (*),44.639.233.828,-,107.439.589,-,50.742.563.014,705.071.486.431,,44639233828.0,,107439589.0,,50742563014.0,705071486431.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,44.054.550.000,94.188.783.378,107.439.589,-,68.250.000.000,206.600.772.967,,44054550000.0,94188783378.0,107439589.0,,68250000000.0,206600772967.0
Số dư tại 31/12/2016,Số dư tại 31/12/2016,Số dư tại 31/12/2016,2.301.443.420.000,50.512.788.328,-,-,6.196.436.959,99.238.747.830,2.457.391.393.117,2301443420000.0,50512788328.0,,,6196436959.0,99238747830.0,2457391393117.0
Số dư tại 01/01/2017,Số dư tại 01/01/2017,Số dư tại 01/01/2017,2.301.443.420.000,50.512.788.328,-,,6.196.436.959,99.238.747.830,2.457.391.393.117,2301443420000.0,50512788328.0,,,6196436959.0,99238747830.0,2457391393117.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,549.134.730.000,-,-,1.381.231,-,51.023.509.461,600.159.620.692,549134730000.0,,,1381231.0,,51023509461.0,600159620692.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,1.880.000,-,1.381.231,-,2.600.000.000,2.603.261.231,,1880000.0,,1381231.0,,2600000000.0,2603261231.0
Số dư tại 31/12/2017,Số dư tại 31/12/2017,Số dư tại 31/12/2017,2.850.578.150.000,50.510.908.328,-,-,6.196.436.959,147.662.257.291,3.054.947.752.578,2850578150000.0,50510908328.0,,,6196436959.0,147662257291.0,3054947752578.0
