row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Trả trước cho các bên khác,Trả trước cho các bên khác,Trả trước cho các bên khác,402.009.862.761,178.182.654.064,402009862761.0,178182654064.0
Nhóm cá nhân để mua các công ty con (*),Nhóm cá nhân để mua các công ty con (*),Nhóm cá nhân để mua các công ty con (*),151.359.508.504,127.228.642.500,151359508504.0,127228642500.0
"Henan Muyuan Intelligent Technology Co., Ltd","Henan Muyuan Intelligent Technology Co., Ltd","Henan Muyuan Intelligent Technology Co., Ltd",55.418.654.174,-,55418654174.0,
Tổng Công ty Thành An,Tổng Công ty Thành An,Tổng Công ty Thành An,22.379.708.146,-,22379708146.0,
Công ty TNHH Cơ Điện Tự Động Hóa,Công ty TNHH Cơ Điện Tự Động Hóa,Công ty TNHH Cơ Điện Tự Động Hóa,,,,
Thái Hưng,Công ty TNHH Cơ Điện Tự Động Hóa > Thái Hưng,Thái Hưng,20.378.110.000,-,20378110000.0,
Công ty Cổ phần VS Group,Công ty TNHH Cơ Điện Tự Động Hóa > Công ty Cổ phần VS Group,Công ty Cổ phần VS Group,14.581.461.723,-,14581461723.0,
Các bên khác,Công ty TNHH Cơ Điện Tự Động Hóa > Các bên khác,Các bên khác,137.892.420.214,50.954.011.564,137892420214.0,50954011564.0
Trả trước cho các bên liên quan(Thuyết minh số 34),Công ty TNHH Cơ Điện Tự Động Hóa > Trả trước cho các bên liên quan(Thuyết minh số 34),Trả trước cho các bên liên quan(Thuyết minh số 34),135.419.926.194,19.218.947.522,135419926194.0,19218947522.0
TỔNG CỘNG,Công ty TNHH Cơ Điện Tự Động Hóa > TỔNG CỘNG,TỔNG CỘNG,537.429.788.955,197.401.601.586,537429788955.0,197401601586.0
Dự phòng trả trước cho người bán ngắn hạnkhó đời,Công ty TNHH Cơ Điện Tự Động Hóa > Dự phòng trả trước cho người bán ngắn hạnkhó đời,Dự phòng trả trước cho người bán ngắn hạnkhó đời,(3.359.364.084),-,-3359364084.0,
GIÁ TRỊ THUÀN,Công ty TNHH Cơ Điện Tự Động Hóa > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,534.070.424.871,197.401.601.586,534070424871.0,197401601586.0
