row_label_raw,row_label_full,Số đầu năm,Năm nay > 9.628.130.304,VNDNăm trước > 10.606.869.054,numeric__Năm nay > 9.628.130.304,numeric__VNDNăm trước > 10.606.869.054
Tăng do thành lập hoặc mua các công ty con,Tăng do thành lập hoặc mua các công ty con,Tăng do thành lập hoặc mua các công ty con,20.027.980,4.267.388,20027980.0,4267388.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,509.212.915,1.888.793.862,509212915.0,1888793862.0
Thay đổi tỷ lệ sở hữu trong các công ty con,Thay đổi tỷ lệ sở hữu trong các công ty con,Thay đổi tỷ lệ sở hữu trong các công ty con,(5.700.000.000),(2.871.800.000),-5700000000.0,-2871800000.0
Số cuối năm,Số cuối năm,Số cuối năm,4.457.371.199,9.628.130.304,4457371199.0,9628130304.0
