row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,99.838.409.483,406.249.012.223,99838409483.0,406249012223.0
Thuế TNDN theo thuế suất 15% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 15% áp dụng cho Nhóm Công ty,Thuế TNDN theo thuế suất 15% áp dụng cho Nhóm Công ty,14.975.761.422,60.937.351.833,14975761422.0,60937351833.0
Các điều chỉnh tăng (giảm):,Các điều chỉnh tăng (giảm):,Các điều chỉnh tăng (giảm):,,,,
Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chỉ nhánh hạch toán độc lập,Các điều chỉnh tăng (giảm): > Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chỉ nhánh hạch toán độc lập,Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chỉ nhánh hạch toán độc lập,13.911.292.890,17.613.644.872,13911292890.0,17613644872.0
Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),Các điều chỉnh tăng (giảm): > Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),16.624.970.881,3.632.559.965,16624970881.0,3632559965.0
Chi phí không được trừ,Các điều chỉnh tăng (giảm): > Chi phí không được trừ,Chi phí không được trừ,2.309.839.214,4.715.716.801,2309839214.0,4715716801.0
Chi phí phân bổ giá trị chiết khấu của trái phiếu chuyển đổi,Các điều chỉnh tăng (giảm): > Chi phí phân bổ giá trị chiết khấu của trái phiếu chuyển đổi,Chi phí phân bổ giá trị chiết khấu của trái phiếu chuyển đổi,3.170.815.771,2.850.397.340,3170815771.0,2850397340.0
Điều chỉnh thuế TNDN trích (thừa) thiểu trong những năm trước,Các điều chỉnh tăng (giảm): > Điều chỉnh thuế TNDN trích (thừa) thiểu trong những năm trước,Điều chỉnh thuế TNDN trích (thừa) thiểu trong những năm trước,36.070.430,(1.947.077.192),36070430.0,-1947077192.0
Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,Các điều chỉnh tăng (giảm): > Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,59.248.168,254.158.016,59248168.0,254158016.0
Phân bổ lợi thế thương mại,Các điều chỉnh tăng (giảm): > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,56.841.908,56.841.908,56841908.0,56841908.0
Lỗ năm trước chuyển sang,Các điều chỉnh tăng (giảm): > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(544.601.543),(1.021.166.014),-544601543.0,-1021166014.0
Ảnh hưởng của thay đổi thuế suất,Các điều chỉnh tăng (giảm): > Ảnh hưởng của thay đổi thuế suất,Ảnh hưởng của thay đổi thuế suất,(22.420.356.442),11.764.392.838,-22420356442.0,11764392838.0
Thu nhập được miễn thuế,Các điều chỉnh tăng (giảm): > Thu nhập được miễn thuế,Thu nhập được miễn thuế,(55.471.863.154),(11.544.122.192),-55471863154.0,-11544122192.0
(Thu nhập) chi phí thuế TNDN,Các điều chỉnh tăng (giảm): > (Thu nhập) chi phí thuế TNDN,(Thu nhập) chi phí thuế TNDN,(27.291.980.455),87.312.698.175,-27291980455.0,87312698175.0
