row_label_raw,row_label_full,Tên công ty con,Trụ sở,Ngành nghề kinh doanh,Tỷ lệ biểu quyết của Công ty,Tỷ lệ biểu quyết của Công ty_1,Tỷ lệ sở hữu của Công ty,Tỷ lệ sở hữu của Công ty_1,numeric__Trụ sở,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ biểu quyết của Công ty,numeric__Tỷ lệ biểu quyết của Công ty_1,numeric__Tỷ lệ sở hữu của Công ty,numeric__Tỷ lệ sở hữu của Công ty_1
Tên công ty con,Tên công ty con,Tên công ty con,Trụ sở,Ngành nghề kinh doanh,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2025,Ngày 31 tháng 12 năm 2024,,,,,,
"(1) Công ty TNHH Anh Vũ Phú Yên (""Anh Vũ Phú Yên"")","Tên công ty con > (1) Công ty TNHH Anh Vũ Phú Yên (""Anh Vũ Phú Yên"")","(1) Công ty TNHH Anh Vũ Phú Yên (""Anh Vũ Phú Yên"")",Đắk Lắk,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(2) Công ty TNHH Chăn nuôi Bảo Ngọc (""Chăn nuôi Bảo Ngọc"")","Tên công ty con > (2) Công ty TNHH Chăn nuôi Bảo Ngọc (""Chăn nuôi Bảo Ngọc"")","(2) Công ty TNHH Chăn nuôi Bảo Ngọc (""Chăn nuôi Bảo Ngọc"")",Đắk Lắk,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(3) Công ty TNHH Sản xuất Thương mại Dịch vụ Chăn nuôi Minh Thành (""Chăn nuôi Minh Thành"")","Tên công ty con > (3) Công ty TNHH Sản xuất Thương mại Dịch vụ Chăn nuôi Minh Thành (""Chăn nuôi Minh Thành"")","(3) Công ty TNHH Sản xuất Thương mại Dịch vụ Chăn nuôi Minh Thành (""Chăn nuôi Minh Thành"")",Tây Ninh,Chăn nuôi,"100,00%","98,00%","100,00%","98,00%",,,1.0,0.98,1.0,0.98
"(4) Công ty TNHH Sản xuất Thương mại Dịch vụ Bắc An Khánh (""Bắc An Khánh"")","Tên công ty con > (4) Công ty TNHH Sản xuất Thương mại Dịch vụ Bắc An Khánh (""Bắc An Khánh"")","(4) Công ty TNHH Sản xuất Thương mại Dịch vụ Bắc An Khánh (""Bắc An Khánh"")",Tây Ninh,Chăn nuôi,"100,00%","99,27%","100,00%","99,27%",,,1.0,0.9926999999999999,1.0,0.9926999999999999
"(5) Công ty TNHH Sản xuất Thương mại Dịch vụ Đông An Khánh (""Đông An Khánh"")","Tên công ty con > (5) Công ty TNHH Sản xuất Thương mại Dịch vụ Đông An Khánh (""Đông An Khánh"")","(5) Công ty TNHH Sản xuất Thương mại Dịch vụ Đông An Khánh (""Đông An Khánh"")",Tây Ninh,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(6) Công ty TNHH Chăn nuôi Nam An Khánh (""Nam An Khánh"")","Tên công ty con > (6) Công ty TNHH Chăn nuôi Nam An Khánh (""Nam An Khánh"")","(6) Công ty TNHH Chăn nuôi Nam An Khánh (""Nam An Khánh"")",Tây Ninh,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(7) Công ty TNHH Đầu tư Trang Trại Xanh 1 (""Trang Trại Xanh 1"")","Tên công ty con > (7) Công ty TNHH Đầu tư Trang Trại Xanh 1 (""Trang Trại Xanh 1"")","(7) Công ty TNHH Đầu tư Trang Trại Xanh 1 (""Trang Trại Xanh 1"")",Tây Ninh,Chăn nuôi,"100,00%","98,00%","100,00%","98,00%",,,1.0,0.98,1.0,0.98
"(8) Công ty TNHH Đầu tư Trang Trại Xanh 2 (""Trang Trại Xanh 2"")","Tên công ty con > (8) Công ty TNHH Đầu tư Trang Trại Xanh 2 (""Trang Trại Xanh 2"")","(8) Công ty TNHH Đầu tư Trang Trại Xanh 2 (""Trang Trại Xanh 2"")",Tây Ninh,Chăn nuôi,"99,69%","99,69%","99,69%","99,69%",,,0.9969,0.9969,0.9969,0.9969
"(9) Công ty Cổ phần Chăn nuôi Công nghệ cao Hải Đăng Tây Ninh (""Hải Đăng Tây Ninh"")","Tên công ty con > (9) Công ty Cổ phần Chăn nuôi Công nghệ cao Hải Đăng Tây Ninh (""Hải Đăng Tây Ninh"")","(9) Công ty Cổ phần Chăn nuôi Công nghệ cao Hải Đăng Tây Ninh (""Hải Đăng Tây Ninh"")",Tây Ninh,Chăn nuôi,"99,82%","99,82%","99,82%","99,82%",,,0.9982,0.9982,0.9982,0.9982
"(10) Công ty TNHH Chăn nuôi Công nghệ cao Sống Hinh (""Sông Hinh"")","Tên công ty con > (10) Công ty TNHH Chăn nuôi Công nghệ cao Sống Hinh (""Sông Hinh"")","(10) Công ty TNHH Chăn nuôi Công nghệ cao Sống Hinh (""Sông Hinh"")",Đắk Lắk,Chăn nuôi,"100,00%","100,00%","100,00%","100,00%",,,1.0,1.0,1.0,1.0
"(11) Công ty TNHH Thức ăn Chăn Nuôi BAF Tây Ninh (""BAF Tây Ninh"")","Tên công ty con > (11) Công ty TNHH Thức ăn Chăn Nuôi BAF Tây Ninh (""BAF Tây Ninh"")","(11) Công ty TNHH Thức ăn Chăn Nuôi BAF Tây Ninh (""BAF Tây Ninh"")",Tây Ninh,Sản xuất thức ăn chăn nuôi,"100,00%","99,00%","100,00%","99,00%",,,1.0,0.99,1.0,0.99
