row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",266.445.606.256,85.460.539.637,266445606256.0,85460539637.0
Xây dựng trại Tây An Khánh,Xây dựng trại Tây An Khánh,Xây dựng trại Tây An Khánh,247.596.125.101,17.864.951.817,247596125101.0,17864951817.0
Xây dựng trại Giai Xuân,Xây dựng trại Giai Xuân,Xây dựng trại Giai Xuân,217.873.407.312,90.032.182.796,217873407312.0,90032182796.0
Xây dựng trại Sông Hinh,Xây dựng trại Sông Hinh,Xây dựng trại Sông Hinh,162.479.145.346,13.112.629.939,162479145346.0,13112629939.0
Xây dựng trại Bình Định,Xây dựng trại Bình Định,Xây dựng trại Bình Định,74.222.045.278,-,74222045278.0,
Nâng cấp cơ sở hạ tầng cho các trại heo,Nâng cấp cơ sở hạ tầng cho các trại heo,Nâng cấp cơ sở hạ tầng cho các trại heo,72.923.261.592,5.715.872.000,72923261592.0,5715872000.0
Xây dựng trại Hải Đăng Tây Ninh,Xây dựng trại Hải Đăng Tây Ninh,Xây dựng trại Hải Đăng Tây Ninh,58.211.622.665,405.388.225.969,58211622665.0,405388225969.0
Xây dựng trại Thức ăn chấn nuôi BAF Tây Ninh,Xây dựng trại Thức ăn chấn nuôi BAF Tây Ninh,Xây dựng trại Thức ăn chấn nuôi BAF Tây Ninh,42.684.930.896,36.593.012.147,42684930896.0,36593012147.0
Xây dựng trại Thành Đạt Gia Lai,Xây dựng trại Thành Đạt Gia Lai,Xây dựng trại Thành Đạt Gia Lai,31.724.240.214,-,31724240214.0,
Thiết bị rửa xe ở trại heo,Thiết bị rửa xe ở trại heo,Thiết bị rửa xe ở trại heo,23.722.822.227,-,23722822227.0,
Xây dựng trại Tâm Hưng,Xây dựng trại Tâm Hưng,Xây dựng trại Tâm Hưng,22.490.424.162,47.339.379.533,22490424162.0,47339379533.0
Xây dựng trại Tân Châu,Xây dựng trại Tân Châu,Xây dựng trại Tân Châu,20.768.750.995,29.653.250.824,20768750995.0,29653250824.0
Xây dựng trại TMC,Xây dựng trại TMC,Xây dựng trại TMC,16.101.630.863,-,16101630863.0,
Phần mềm SAP,Phần mềm SAP,Phần mềm SAP,-,13.140.273.650,,13140273650.0
Khác,Khác,Khác,134.933.960.832,147.203.749.522,134933960832.0,147203749522.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.392.177.973.739,891.504.067.834,1392177973739.0,891504067834.0
