row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Siba Holdings,Công ty Cổ phần Siba Holdings,Công ty Cổ phần Siba Holdings,Cổ đông lớn,
"Công ty Cổ phần Tập đoàn Tân Long (""Tân Long"")","Công ty Cổ phần Tập đoàn Tân Long (""Tân Long"")","Công ty Cổ phần Tập đoàn Tân Long (""Tân Long"")",Công ty có cùng Chủ tịch,
"Công ty Cổ phần Siba Food Việt Nam(""Siba Food Việt Nam"")","Công ty Cổ phần Siba Food Việt Nam(""Siba Food Việt Nam"")","Công ty Cổ phần Siba Food Việt Nam(""Siba Food Việt Nam"")",Công ty con của cổ đông lớn(đến ngày 16 tháng 12 năm 2024),
"Myanmar BAF Livestock Company Limited(""BAF Myanmar"")","Myanmar BAF Livestock Company Limited(""BAF Myanmar"")","Myanmar BAF Livestock Company Limited(""BAF Myanmar"")",Công ty có liên quan đếnChủ tịch,
Công ty TNHH Agro Việt,Công ty TNHH Agro Việt,Công ty TNHH Agro Việt,Công ty có liên quan đếnChủ tịch,
"Công ty Cổ phần Tập đoàn Cơ khí CNC Siba(""Siba Tech"")","Công ty Cổ phần Tập đoàn Cơ khí CNC Siba(""Siba Tech"")","Công ty Cổ phần Tập đoàn Cơ khí CNC Siba(""Siba Tech"")",Công ty con của cổ đông lớn,
"Công ty Cổ phần Lương thực A An (""A An"")","Công ty Cổ phần Lương thực A An (""A An"")","Công ty Cổ phần Lương thực A An (""A An"")",Công ty con của Cổ đông lớn,
"Công ty TNHH MTV Xây dựng Solacons (""Solacons"")(trước đáy là Công ty Cổ phần Đầu tư Xây dựng Sibacons)","Công ty TNHH MTV Xây dựng Solacons (""Solacons"")(trước đáy là Công ty Cổ phần Đầu tư Xây dựng Sibacons)","Công ty TNHH MTV Xây dựng Solacons (""Solacons"")(trước đáy là Công ty Cổ phần Đầu tư Xây dựng Sibacons)",Công ty con của Công ty có cùngChủ tịch,
"Công ty Cổ phần Năng lượng sạch Siba Cư Jút (""Siba CưJút"")","Công ty Cổ phần Năng lượng sạch Siba Cư Jút (""Siba CưJút"")","Công ty Cổ phần Năng lượng sạch Siba Cư Jút (""Siba CưJút"")",Công ty con của cổ đông lớn,
"Công ty TNHH Một Thành Viên Năng Lượng Sạch VmecoBạc Liêu (""Vmeco Bac Lieu"")","Công ty TNHH Một Thành Viên Năng Lượng Sạch VmecoBạc Liêu (""Vmeco Bac Lieu"")","Công ty TNHH Một Thành Viên Năng Lượng Sạch VmecoBạc Liêu (""Vmeco Bac Lieu"")",Công ty con của cổ đông lớn,
Công ty Cổ phần Thương mại Stemkos Việt Nam(Stemkos),Công ty Cổ phần Thương mại Stemkos Việt Nam(Stemkos),Công ty Cổ phần Thương mại Stemkos Việt Nam(Stemkos),Công ty con của cổ đông lớn,
Ông Trương Sỹ Bá,Ông Trương Sỹ Bá,Ông Trương Sỹ Bá,Chủ tịch,
Bà Bùi Hương Giang,Bà Bùi Hương Giang,Bà Bùi Hương Giang,"Thành viên Hội đồng Quản trị kiểm Tổng Giámđốc (""TV HĐQT kiểm TGD"")",
Ông Lê Xuân Thọ,Ông Lê Xuân Thọ,Ông Lê Xuân Thọ,TV HĐQT độc lập,
Ông Prasad Gopalan,Ông Prasad Gopalan,Ông Prasad Gopalan,TV HĐQT độc lập,
Ông Nguyễn Thanh Tân,Ông Nguyễn Thanh Tân,Ông Nguyễn Thanh Tân,TV HĐQT độc lập,
Ông Nguyễn Duy Tân,Ông Nguyễn Duy Tân,Ông Nguyễn Duy Tân,TV HĐQT(đến ngày 31 tháng 3 năm 2024),
Ông Bùi Quang Huy,Ông Bùi Quang Huy,Ông Bùi Quang Huy,TV HĐQT độc lập(đến ngày 26 tháng 4 năm 2024),
Bà Dương Thị Hồng Tân,Bà Dương Thị Hồng Tân,Bà Dương Thị Hồng Tân,Trường BKS(từ ngày 23 tháng 4 năm 2025),
Bà Trần Thị Thanh Trà,Bà Trần Thị Thanh Trà,Bà Trần Thị Thanh Trà,Thành viên BKS(từ ngày 23 tháng 4 năm 2025),
Bà Lưu Ngọc Trâm,Bà Lưu Ngọc Trâm,Bà Lưu Ngọc Trâm,Thành viên BKS,
Bà Hoàng Thị Thu Hiền,Bà Hoàng Thị Thu Hiền,Bà Hoàng Thị Thu Hiền,Trường BKS (đến ngày 31 tháng 3 năm 2025),
