row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTống lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồm phần bổ lợi thể thương mại)Dự phòng(Lãi) lỗ chênh lệch tỷ giả hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoạiLãi từ hoạt động đầu tưChi phí lãi vay và phát hành trái phiếu,"Thuyết minh > 12, 13, 14, 1827",Năm nay > 99.838.409.483251.264.148.8715.080.331.503(177.485.917)(16.250.762.023)277.976.927.744,Năm trước > 406.249.012.223165.204.122.921-319.972.344(113.101.899.121)216.557.611.961,numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTống lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn (bao gồm phần bổ lợi thể thương mại)Dự phòng(Lãi) lỗ chênh lệch tỷ giả hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoạiLãi từ hoạt động đầu tưChi phí lãi vay và phát hành trái phiếu,"numeric__Thuyết minh > 12, 13, 14, 1827",numeric__Năm nay > 99.838.409.483251.264.148.8715.080.331.503(177.485.917)(16.250.762.023)277.976.927.744,numeric__Năm trước > 406.249.012.223165.204.122.921-319.972.344(113.101.899.121)216.557.611.961
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
16,16,16,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuTăng hàng tồn khoGiảm các khoản phải trảTăng chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền thu khác từ hoạt động kinh doanh,22,617.731.569.66164.848.401.918(569.544.948.892)(773.750.129.223)(401.901.843.898)(261.905.278.003)(55.195.305.860)-,675.228.820.328232.218.560.086(563.113.988.003)(374.099.928.174)(48.960.786.479)(197.800.814.533)(25.039.436.026)9.631.757.785,,22.0,,
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(1.379.717.534.297),(291.935.815.016),,,-1379717534297.0,-291935815016.0
"II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chỉ để mua sắm và xây dựng tài sản cố địnhTiền thu từ thanh lý tài sán cố địnhChi tiền gửi ngân hàng có kỳ hạn và cho vayTiền thu hồi từ tiền gửi có kỳ hạn và cho vayTiền chỉ đầu tư góp vốn vào đơn vị khácLãi tiền gửi, lãi cho vay","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chỉ để mua sắm và xây dựng tài sản cố địnhTiền thu từ thanh lý tài sán cố địnhChi tiền gửi ngân hàng có kỳ hạn và cho vayTiền thu hồi từ tiền gửi có kỳ hạn và cho vayTiền chỉ đầu tư góp vốn vào đơn vị khácLãi tiền gửi, lãi cho vay","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chỉ để mua sắm và xây dựng tài sản cố địnhTiền thu từ thanh lý tài sán cố địnhChi tiền gửi ngân hàng có kỳ hạn và cho vayTiền thu hồi từ tiền gửi có kỳ hạn và cho vayTiền chỉ đầu tư góp vốn vào đơn vị khácLãi tiền gửi, lãi cho vay",(1.288.108.009.294)178.927.923(436.975.624.537)249.250.400.000(1.712.714.848)13.308.167.403,(1.288.108.009.294)178.927.923(436.975.624.537)249.250.400.000(1.712.714.848)13.308.167.403,(797.683.567.007)294.086.397.917(302.867.994.520)339.000.000.000(127.228.642.500)20.878.934.597,,,,,
