row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,5.042.057.009.216,5.641.031.044.668,5042057009216.0,5641031044668.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hoạt động chăn nuôi,Trong đó: > Doanh thu hoạt động chăn nuôi,Doanh thu hoạt động chăn nuôi,5.031.717.079.276,3.328.279.587.321,5031717079276.0,3328279587321.0
Doanh thu bán cấm,Trong đó: > Doanh thu bán cấm,Doanh thu bán cấm,9.813.486.297,10.852.533.200,9813486297.0,10852533200.0
Doanh thu bán nông sản,Trong đó: > Doanh thu bán nông sản,Doanh thu bán nông sản,-,2.301.658.870.470,,2301658870470.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,526.443.643,240.053.677,526443643.0,240053677.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(4.205.729.912),(345.310.400),-4205729912.0,-345310400.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(4.205.729.912),(345.310.400),-4205729912.0,-345310400.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,5.037.851.279.304,5.640.685.734.268,5037851279304.0,5640685734268.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,5.037.342.264.186,5.452.013.727.883,5037342264186.0,5452013727883.0
Doanh thu đối với các bên liên quan(Thuyết minh số 34),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 34),Doanh thu đối với các bên liên quan(Thuyết minh số 34),509.015.118,188.672.006.385,509015118.0,188672006385.0
