row_label_raw,row_label_full,col_0,Lãi suấtnăm,Nămđáo hạn,31/12/2023VND,1/1/2023VND,numeric__Lãi suấtnăm,numeric__Nămđáo hạn,numeric__31/12/2023VND,numeric__1/1/2023VND
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,,
▪ Công ty TNHH Nuôi trồng Thủy sảnMinh Phú – Lộc An,Các công ty con > ▪ Công ty TNHH Nuôi trồng Thủy sảnMinh Phú – Lộc An,▪ Công ty TNHH Nuôi trồng Thủy sảnMinh Phú – Lộc An,"6,0%",2024,128.983.309.684,26.000.000.000,0.06,2024.0,128983309684.0,26000000000.0
▪ Công ty Cổ Phần Công nghệ Otanics,Các công ty con > ▪ Công ty Cổ Phần Công nghệ Otanics,▪ Công ty Cổ Phần Công nghệ Otanics,"6,0%",2024,13.000.000.000,-,0.06,2024.0,13000000000.0,
,,,,,141.983.309.684,26.000.000.000,,,141983309684.0,26000000000.0
