row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,21.464.828.790,13.648.185.213,35.113.014.003,21464828790.0,13648185213.0,35113014003.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,6.400.894.260,6.400.894.260,,6400894260.0,6400894260.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,3.570.485.690,3.570.485.690,,3570485690.0,3570485690.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(460.783.445),(9.458.776.150),(9.919.559.595),-460783445.0,-9458776150.0,-9919559595.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,21.004.045.345,14.160.789.013,35.164.834.358,21004045345.0,14160789013.0,35164834358.0
