row_label_raw,row_label_full,col_0,1/1/2023VND,Phân loại lạiVND,31/12/2023VND,numeric__1/1/2023VND,numeric__Phân loại lạiVND,numeric__31/12/2023VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,205.671.630,205.671.630,,205671630.0,205671630.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,761.228.693,-,761.228.693,761228693.0,,761228693.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,566.029.500,-,566.029.500,566029500.0,,566029500.0
,,,1.327.258.193,205.671.630,1.532.929.823,1327258193.0,205671630.0,1532929823.0
