row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú,Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú,Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú,Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú,Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú,,
Góp vốn,Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú > Góp vốn,Góp vốn,36.900.000.000,117.000.000.000,36900000000.0,117000000000.0
Mua tài sản cố định,Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú > Mua tài sản cố định,Mua tài sản cố định,831.595.988,-,831595988.0,
Mua dịch vụ,Công ty TNHH Nông nghiệp Công nghệ cao Minh Phú > Mua dịch vụ,Mua dịch vụ,-,235.704.281,,235704281.0
Công ty TNHH Xuất khẩu Thủy sản Minh Phú,Công ty TNHH Xuất khẩu Thủy sản Minh Phú,Công ty TNHH Xuất khẩu Thủy sản Minh Phú,Công ty TNHH Xuất khẩu Thủy sản Minh Phú,Công ty TNHH Xuất khẩu Thủy sản Minh Phú,,
Mua dịch vụ,Công ty TNHH Xuất khẩu Thủy sản Minh Phú > Mua dịch vụ,Mua dịch vụ,16.732.343.233,12.837.005.595,16732343233.0,12837005595.0
Cổ tức,Công ty TNHH Xuất khẩu Thủy sản Minh Phú > Cổ tức,Cổ tức,-,3.289.883.090,,3289883090.0
Chi phí thuê xe,Công ty TNHH Xuất khẩu Thủy sản Minh Phú > Chi phí thuê xe,Chi phí thuê xe,440.000.000,-,440000000.0,
Công ty Cổ phần Công nghệ Otanics,Công ty Cổ phần Công nghệ Otanics,Công ty Cổ phần Công nghệ Otanics,Công ty Cổ phần Công nghệ Otanics,Công ty Cổ phần Công nghệ Otanics,,
Cho vay,Công ty Cổ phần Công nghệ Otanics > Cho vay,Cho vay,13.000.000.000,-,13000000000.0,
Thu nhập lãi cho vay,Công ty Cổ phần Công nghệ Otanics > Thu nhập lãi cho vay,Thu nhập lãi cho vay,174.904.109,-,174904109.0,
Mua nguyên vật liệu,Công ty Cổ phần Công nghệ Otanics > Mua nguyên vật liệu,Mua nguyên vật liệu,-,24.163.636,,24163636.0
Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú,Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú,Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú,Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú,Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú,,
Góp vốn,Công ty TNHH Sản xuất Chế phẩm Sinh học Minh Phú > Góp vốn,Góp vốn,2.832.000.000,808.000.000,2832000000.0,808000000.0
Công ty liên kết gián tiếp,Công ty liên kết gián tiếp,Công ty liên kết gián tiếp,Công ty liên kết gián tiếp,Công ty liên kết gián tiếp,,
Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,Công ty Cổ phần Mekong Logistics,,
Mua dịch vụ,Công ty Cổ phần Mekong Logistics > Mua dịch vụ,Mua dịch vụ,57.336.168.135,59.094.218.135,57336168135.0,59094218135.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,Công ty Cổ phần Đầu tư Long Phụng,,
Chi phí thuê văn phòng,Công ty Cổ phần Đầu tư Long Phụng > Chi phí thuê văn phòng,Chi phí thuê văn phòng,3.814.446.000,1.935.223.000,3814446000.0,1935223000.0
Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,Các cổ đông chính,,
MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,MPM Investments Pte. Ltd.,,
Chia cổ tức,MPM Investments Pte. Ltd. > Chia cổ tức,Chia cổ tức,57.704.400.000,161.460.000.000,57704400000.0,161460000000.0
Chu Thị Bình,Chu Thị Bình,Chu Thị Bình,Chu Thị Bình,Chu Thị Bình,,
Chia cổ tức,Chu Thị Bình > Chia cổ tức,Chia cổ tức,27.365.266.116,80.754.909.000,27365266116.0,80754909000.0
Lê Văn Quang,Lê Văn Quang,Lê Văn Quang,Lê Văn Quang,Lê Văn Quang,,
Chia cổ tức,Lê Văn Quang > Chia cổ tức,Chia cổ tức,25.015.983.129,73.923.840.000,25015983129.0,73923840000.0
