row_label_raw,row_label_full,col_0,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Bảng cân đối kế toán riêng,numeric__Bảng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,Năm nay,Năm trước,,,,
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,4.987.070.555,4.987.070.555,-,4.987.070.555,4987070555.0,4987070555.0,,4987070555.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,4.987.070.555,4.987.070.555,,,4987070555.0,4987070555.0,,
Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,,,-,4.987.070.555,,,,4987070555.0
