row_label_raw,row_label_full,Ông Bùi Quang Anh Vũ,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Phó Tổng Giám đốc,,,
Ông Trường Ngọc Dũng,Ông Trường Ngọc Dũng,Ông Trường Ngọc Dũng,Phó Tổng Giám đốc,,,
Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Phó Tổng Giám đốc,,,
Ông Phan Lê Hòa,Ông Phan Lê Hòa,Ông Phan Lê Hòa,Phó Tổng Giám đốc,bỗ nhiệm ngày 1 tháng 9 năm 2023,,
Bà Lê Trần Bích Thùy,Bà Lê Trần Bích Thùy,Bà Lê Trần Bích Thùy,Phó Tổng Giám đốc,bỗ nhiệm ngày 1 tháng 3 năm 2024,,
Ông Vũ Kim Điền,Ông Vũ Kim Điền,Ông Vũ Kim Điền,Phó Tổng Giám đốc,từ nhiệm ngày 29 tháng 4 năm 2023,,
