row_label_raw,row_label_full,col_0,col_1,col_2,col_3,VND,numeric__col_1,numeric__col_2,numeric__col_3,numeric__VND
Năm phát sinh,Năm phát sinh,Năm phát sinh,Có thể được chuyển thành chi phí lãi vay được trừ thuế đến năm,Chi phí lãi vay chưa được trừ thuế phát sinh,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31 tháng 12 năm 2023,Chi phí lãi vay chưa được trừ chưa chuyển sang năm sau tại ngày 31 tháng 12 năm 2023,,,,
2023 (*),Năm phát sinh > 2023 (*),2023 (*),2028,61.006.710.339,-,61.006.710.339,2028.0,61006710339.0,,61006710339.0
