row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Góp vốn,1.601.950.000.000,-,,1601950000000.0,
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Mượn tiền,218.137.398.954,70.000.000.000,,218137398954.0,70000000000.0
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Hoàn tiền mượn,214.278.106.184,338.677.338.559,,214278106184.0,338677338559.0
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Thu tạm ứng,63.182.066.015,-,,63182066015.0,
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Tạm ứng phát triển dự án,16.220.904.574,46.961.161.441,,16220904574.0,46961161441.0
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Thanh toán chi phí lãi vay,13.128.344.810,-,,13128344810.0,
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Lãi đi vay,9.754.724.862,6.566.095.426,,9754724862.0,6566095426.0
Phát Đạt Holdings,Phát Đạt Holdings,Phát Đạt Holdings,Chuyển nhượng cổ phần,1.413.000.000.000,-,,1413000000000.0,
Phát Đạt Holdings,Phát Đạt Holdings,Phát Đạt Holdings,Thu tiền từ chuyển nhượng cổ phần,441.215.000.000,-,,441215000000.0,
Cao Ôc Hòa Phú,Cao Ôc Hòa Phú,Cao Ôc Hòa Phú,Mượn tiền,1.157.333.771.242,-,,1157333771242.0,
Cao Ôc Hòa Phú,Cao Ôc Hòa Phú,Cao Ôc Hòa Phú,Lãi đi vay,9.180.683.457,-,,9180683457.0,
Cao Ôc Hòa Phú,Cao Ôc Hòa Phú,Cao Ôc Hòa Phú,Hoàn tiền mượn,2.208.400.000,-,,2208400000.0,
Cao Ôc Thiên Long,Cao Ôc Thiên Long,Cao Ôc Thiên Long,Mượn tiền,1.070.397.584.326,-,,1070397584326.0,
Cao Ôc Thiên Long,Cao Ôc Thiên Long,Cao Ôc Thiên Long,Hoàn tiền mượn,58.162.600.000,,,58162600000.0,
Cao Ôc Thiên Long,Cao Ôc Thiên Long,Cao Ôc Thiên Long,Lãi đi vay,7.595.410.123,-,,7595410123.0,
Cao Ôc Thiên Long,Cao Ôc Thiên Long,Cao Ôc Thiên Long,Cung cấp dịch vụ,1.621.834.480,1.100.984.665,,1621834480.0,1100984665.0
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Thu tiền cho mượn,842.833.996.872,-,,842833996872.0,
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Chi nộp tiền sử dụng đất,511.884.000.000,-,,511884000000.0,
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Tạm ứng phát triển dự án,-,3.920.751.000.000,,,3920751000000.0
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Thu tạm ứng phát triển dự án,-,1.746.540.000.000,,,1746540000000.0
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Phải trả từ chuyển nhượng cổ phần,-,369.046.587.076,,,369046587076.0
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Cung cấp dịch vụ,-,7.079.235.907,,,7079235907.0
AKYN,AKYN,AKYN,Vay,410.000.000.000,-,,410000000000.0,
AKYN,AKYN,AKYN,Trả gốc vay,56.934.900.000,-,,56934900000.0,
AKYN,AKYN,AKYN,Hoàn tiền mượn,49.299.000.000,114.701.000.000,,49299000000.0,114701000000.0
AKYN,AKYN,AKYN,Lãi vay,35.713.520.351,-,,35713520351.0,
AKYN,AKYN,AKYN,Mượn tiền,2.900.000.000,161.100.000.000,,2900000000.0,161100000000.0
AKYN,AKYN,AKYN,Thu tiền chuyển nhượng cổ phần,-,50.000.000.000,,,50000000000.0
AKYN,AKYN,AKYN,Thu hồi khoản đầu tư,-,40.000.000.000,,,40000000000.0
