row_label_raw,row_label_full,col_0,Số cuối năm > % sở hữu,Số cuối năm > Số tiền VND,Số đầu năm > % sở hữu,Số đầu năm > Số tiền VND,numeric__Số cuối năm > % sở hữu,numeric__Số cuối năm > Số tiền VND,numeric__Số đầu năm > % sở hữu,numeric__Số đầu năm > Số tiền VND
Công ty Cổ phần Đầu tư Bất động sản BIDICI,Công ty Cổ phần Đầu tư Bất động sản BIDICI,Công ty Cổ phần Đầu tư Bất động sản BIDICI,49,1.117.200.000.000,49,1.117.200.000.000,49.0,1117200000000.0,49.0,1117200000000.0
Công ty Cổ phần Bất động sản Commonwealth Properties,Công ty Cổ phần Bất động sản Commonwealth Properties,Công ty Cổ phần Bất động sản Commonwealth Properties,27,85.860.000.000,-,-,27.0,85860000000.0,,
Công ty TNHH Đầu tư Xây dựng Công trình PDP,Công ty TNHH Đầu tư Xây dựng Công trình PDP,Công ty TNHH Đầu tư Xây dựng Công trình PDP,49,16.720.107.000,49,13.057.107.000,49.0,16720107000.0,49.0,13057107000.0
Công ty Cổ phần Địa ốc Sài Gòn - KL,Công ty Cổ phần Địa ốc Sài Gòn - KL,Công ty Cổ phần Địa ốc Sài Gòn - KL,-,-,"27,86",643.448.247.896,,,27.86,643448247896.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.219.780.107.000,,1.773.705.354.896,,1219780107000.0,,1773705354896.0
