row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Văn Đạt,Tên > Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,1.933.954.000,11.971.777.692,,1933954000.0,11971777692.0
Bà Trần Thị Hường,Tên > Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch,1.863.200.000,5.002.507.692,,1863200000.0,5002507692.0
Ông Nguyễn Tấn Danh,Tên > Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,530.000.000,1.030.000.000,,530000000.0,1030000000.0
Ông Lê Quang Phúc,Tên > Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HĐQT,490.000.000,986.111.111,,490000000.0,986111111.0
Ông Đoàn Việt Đại Tử,Tên > Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Thành viên HĐQT,280.000.000,980.000.000,,280000000.0,980000000.0
Ông Khương Văn Mười,Tên > Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên độc lập HĐQT,280.000.000,980.000.000,,280000000.0,980000000.0
Ông Trần Trọng Gia Vinh,Tên > Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập HĐQT,480.000.000,980.000.000,,480000000.0,980000000.0
Ông Dương Hảo Tôn,Tên > Ông Dương Hảo Tôn,Ông Dương Hảo Tôn,Thành viên độc lập HĐQT,200.000.000,-,,200000000.0,
Ông Lê Minh Dũng,Tên > Ông Lê Minh Dũng,Ông Lê Minh Dũng,Thành viên độc lập HĐQT,-,791.666.667,,,791666667.0
Ông Bùi Quang Anh Vũ,Tên > Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Tổng Giám đốc,5.630.299.997,7.705.135.288,,5630299997.0,7705135288.0
Ông Nguyễn Đình Trí,Tên > Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Phó Tổng Giám đốc,2.326.600.000,3.210.606.731,,2326600000.0,3210606731.0
Ông Trường Ngọc Dũng,Tên > Ông Trường Ngọc Dũng,Ông Trường Ngọc Dũng,Phó Tổng Giám đốc,1.961.125.002,2.054.309.327,,1961125002.0,2054309327.0
Ông Nguyễn Khắc Sinh,Tên > Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Phó Tổng Giám đốc,1.739.475.003,1.082.769.444,,1739475003.0,1082769444.0
Ông Phan Lê Hòa,Tên > Ông Phan Lê Hòa,Ông Phan Lê Hòa,Phó Tổng Giám đốc,1.102.000.000,-,,1102000000.0,
Ông Vũ Kim Điền,Tên > Ông Vũ Kim Điền,Ông Vũ Kim Điền,Phó Tổng Giám đốc,702.218.750,691.719.711,,702218750.0,691719711.0
Ông Dương Hồng Cẩm,Tên > Ông Dương Hồng Cẩm,Ông Dương Hồng Cẩm,Phó Tổng Giám đốc,-,1.428.183.590,,,1428183590.0
Bà Trang Thanh Minh Thư,Tên > Bà Trang Thanh Minh Thư,Bà Trang Thanh Minh Thư,Phó Tổng Giám đốc,-,636.713.461,,,636713461.0
Ông Nguyễn Thanh Thảo,Tên > Ông Nguyễn Thanh Thảo,Ông Nguyễn Thanh Thảo,Phó Tổng Giám đốc,-,406.256.923,,,406256923.0
Bà Ngô Thúy Vân,Tên > Bà Ngô Thúy Vân,Bà Ngô Thúy Vân,Kế toán trường,1.236.781.250,465.056.090,,1236781250.0,465056090.0
Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Giám đốc Tài chính kiểm,,,,,
,,,Kế toán trường,-,481.153.846,,,481153846.0
Bà Nguyễn Thị Thủy Trang,Bà Lê Thị Thu Hương > Bà Nguyễn Thị Thủy Trang,Bà Nguyễn Thị Thủy Trang,Kế toán trường,-,491.947.143,,,491947143.0
Ông Phan Huy Hân,Bà Lê Thị Thu Hương > Ông Phan Huy Hân,Ông Phan Huy Hân,Người phụ trách quản trị,519.666.668,1.080.485.832,,519666668.0,1080485832.0
Bà Nguyễn Tôn Quỳnh Vy,Bà Lê Thị Thu Hương > Bà Nguyễn Tôn Quỳnh Vy,Bà Nguyễn Tôn Quỳnh Vy,Người phụ trách quản trị,197.966.668,-,,197966668.0,
Bà Trần Thị Hoài An,Bà Lê Thị Thu Hương > Bà Trần Thị Hoài An,Bà Trần Thị Hoài An,Người phụ trách quản trị,417.333.335,436.272.696,,417333335.0,436272696.0
TỔNG CỘNG,Bà Lê Thị Thu Hương > TỔNG CỘNG,TỔNG CỘNG,,21.890.620.673,42.892.673.244,,21890620673.0,42892673244.0
