row_label_raw,row_label_full,col_0,31/12/2016VND,1/1/2016VND,numeric__31/12/2016VND,numeric__1/1/2016VND
"Hỗ trợ bán hàng, khuyến mãi","Hỗ trợ bán hàng, khuyến mãi","Hỗ trợ bán hàng, khuyến mãi",583.040.840.709,303.369.638.660,583040840709.0,303369638660.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,170.814.940.905,54.006.437.728,170814940905.0,54006437728.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,77.412.131.182,58.991.919.668,77412131182.0,58991919668.0
Chi phí bảo trì và sửa chữa,Chi phí bảo trì và sửa chữa,Chi phí bảo trì và sửa chữa,11.769.500.442,47.714.730.252,11769500442.0,47714730252.0
Chi phí nhiên liệu,Chi phí nhiên liệu,Chi phí nhiên liệu,13.959.796.579,13.355.140.533,13959796579.0,13355140533.0
Chi phí nhân công thuê ngoài,Chi phí nhân công thuê ngoài,Chi phí nhân công thuê ngoài,62.494.315.062,34.667.035.675,62494315062.0,34667035675.0
"Chi phí thuê ụ, kê trưng bày","Chi phí thuê ụ, kê trưng bày","Chi phí thuê ụ, kê trưng bày",922.786.364,740.454.553,922786364.0,740454553.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,21.056.388.889,7.413.916.610,21056388889.0,7413916610.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,42.678.787.250,38.768.749.918,42678787250.0,38768749918.0
,,,984.149.487.382,559.028.023.597,984149487382.0,559028023597.0
