row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2016VND > 112.966.718.063,Phải nộpVND > 1.849.005.800.166,Đã nộpVND > (1.902.792.035.637),31/12/2016VND > 59.180.482.592,numeric__1/1/2016VND > 112.966.718.063,numeric__Phải nộpVND > 1.849.005.800.166,numeric__Đã nộpVND > (1.902.792.035.637),numeric__31/12/2016VND > 59.180.482.592
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,59.458.847.685,1.831.036.765.405,(1.722.453.829.341),168.041.783.749,59458847685.0,1831036765405.0,-1722453829341.0,168041783749.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,30.553.012.885,319.517.473.163,(335.714.188.425),14.356.297.623,30553012885.0,319517473163.0,-335714188425.0,14356297623.0
Thuế nhập khấu,Thuế nhập khấu,Thuế nhập khấu,1.113.500.048,129.188.318.759,(128.570.240.817),1.731.577.990,1113500048.0,129188318759.0,-128570240817.0,1731577990.0
Thuế khác,Thuế khác,Thuế khác,35.053.430,43.584.307.236,(41.898.139.172),1.721.221.494,35053430.0,43584307236.0,-41898139172.0,1721221494.0
,,,204.127.132.111,4.172.332.664.729,(4.131.428.433.392),245.031.363.448,204127132111.0,4172332664729.0,-4131428433392.0,245031363448.0
