row_label_raw,row_label_full,Máy móc thiết bị – Nhà máy Sửa Việt Nam,31/12/2016VND > 179.888.609.336,1/1/2016VND > -,numeric__31/12/2016VND > 179.888.609.336,numeric__1/1/2016VND > -
Máy móc thiết bị – Nhà máy Sửa Sài Gòn,Máy móc thiết bị – Nhà máy Sửa Sài Gòn,Máy móc thiết bị – Nhà máy Sửa Sài Gòn,90.072.363.870,6.881.459.400,90072363870.0,6881459400.0
Dự án tòa nhà văn phòng – Chi nhánh Cần Thơ,Dự án tòa nhà văn phòng – Chi nhánh Cần Thơ,Dự án tòa nhà văn phòng – Chi nhánh Cần Thơ,52.079.729.352,52.079.729.352,52079729352.0,52079729352.0
Máy móc thiết bị – Nhà máy Sửa Lam Sơn,Máy móc thiết bị – Nhà máy Sửa Lam Sơn,Máy móc thiết bị – Nhà máy Sửa Lam Sơn,30.025.233.724,123.805.377.889,30025233724.0,123805377889.0
Máy móc thiết bị – Nhà máy Sửa Tiên Sơn,Máy móc thiết bị – Nhà máy Sửa Tiên Sơn,Máy móc thiết bị – Nhà máy Sửa Tiên Sơn,23.655.279.304,53.100.190.499,23655279304.0,53100190499.0
Khác,Khác,Khác,54.587.227.489,41.427.820.497,54587227489.0,41427820497.0
,,,430.308.443.075,277.294.577.637,430308443075.0,277294577637.0
