row_label_raw,row_label_full,Bên cho vay > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam – Chi nhánh Thành phố Hồ Chí Minh,Thuyết minh,Loại tiền,Lãi suất năm,31/12/2016 VND,1/1/2016 VND,numeric__Thuyết minh,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2016 VND,numeric__1/1/2016 VND
▪ Khoản vay 1,▪ Khoản vay 1,▪ Khoản vay 1,(i),VND,"4,9%",1.100.000.000.000,-,,,0.049,1100000000000.0,
▪ Khoản vay 2,▪ Khoản vay 2,▪ Khoản vay 2,,USD,"1,28%",-,677.460.000.000,,,0.0128,,677460000000.0
The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh,The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh,The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh,,,,,,,,,,
▪ Khoản vay 1,The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh > ▪ Khoản vay 1,▪ Khoản vay 1,(ii),VND,"4,9%",100.000.000.000,-,,,0.049,100000000000.0,
▪ Khoản vay 2,The Bank of Tokyo-Mitsubishi UFJ Ltd. – Chi nhánh Thành phố Hồ Chí Minh > ▪ Khoản vay 2,▪ Khoản vay 2,,USD,"1,28%",-,564.550.000.000,,,0.0128,,564550000000.0
,,,,,,1.200.000.000.000,1.242.010.000.000,,,,1200000000000.0,1242010000000.0
