row_label_raw,row_label_full,Bên liên quan > Công ty TNHH Một Thành viên Bò Sữa Việt Nam,Mối quan hệ > Công ty con,Loại giao dịch > Bán hàng hóa và tài sản cố địnhMua hàng hóaGóp vốn,2016 VND > 130.561.767.714573.317.479.621440.780.000.000,2015 VND > 288.309.946.472450.819.329.801496.000.000.000,numeric__Mối quan hệ > Công ty con,numeric__Loại giao dịch > Bán hàng hóa và tài sản cố địnhMua hàng hóaGóp vốn,numeric__2016 VND > 130.561.767.714573.317.479.621440.780.000.000,numeric__2015 VND > 288.309.946.472450.819.329.801496.000.000.000
Công ty TNHH Một Thành viên Sữa Lam Sơn,Công ty TNHH Một Thành viên Sữa Lam Sơn,Công ty TNHH Một Thành viên Sữa Lam Sơn,Công ty con,Bán hàng hóa và tài sản cố địnhMua hàng hóa và tài sản cố định,534.369.718.318921.524.530.221,314.472.877.488581.895.267.178,,,5.343697183189215e+23,3.144728774885819e+23
Công ty TNHH Một Thành viên Bò Sữa Thống Nhất Thanh Hóa,Công ty TNHH Một Thành viên Bò Sữa Thống Nhất Thanh Hóa,Công ty TNHH Một Thành viên Bò Sữa Thống Nhất Thanh Hóa,Công ty con,Bán hàng hóa và tài sản cố địnhGóp vốn,2.334.242.53061.200.000.000,1.951.304.85356.000.000.000,,,2.334242530612e+20,1.95130485356e+20
"Angkor Dairy Products Co., Ltd.","Angkor Dairy Products Co., Ltd.","Angkor Dairy Products Co., Ltd.",Công ty con,Bán hàng hóaMua hàng hóaGóp vốn,50.610.228.69913.164.080-,56.709.276.534-109.952.822.193,,,,
Driftwood Dairy Holdings Corporation,"Angkor Dairy Products Co., Ltd. > Driftwood Dairy Holdings Corporation",Driftwood Dairy Holdings Corporation,Công ty con,Bán hàng hóaMua hàng hóaGóp vốn,1.511.530.4158.573.687.03268.145.358.429,-1.285.710.408-,,,1.5115304158573686e+30,
Vinamilk Europe Spóstka Z Ograniczona Odpowiedzialnoscia,"Angkor Dairy Products Co., Ltd. > Vinamilk Europe Spóstka Z Ograniczona Odpowiedzialnoscia",Vinamilk Europe Spóstka Z Ograniczona Odpowiedzialnoscia,Công ty con,Mua hàng hóaGóp vốn,489.895.320.70256.628.880.000,735.340.773.581-,,,4.8989532070256625e+22,
Miraka Limited,"Angkor Dairy Products Co., Ltd. > Miraka Limited",Miraka Limited,Công ty liên kết,Mua hàng hóaGóp vốn,24.586.164.960-,456.404.881.49680.161.500.899,,,,4.564048814968016e+22
