row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Chi phítrả trước khácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chi phítrả trước khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,117.987.380.387,106.651.744.871,54.148.764.789,278.787.890.047,117987380387.0,106651744871.0,54148764789.0,278787890047.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,14.638.947.086,86.411.091.822,29.695.624.157,130.745.663.065,14638947086.0,86411091822.0,29695624157.0,130745663065.0
Chuyển từ xây dựngcơ bản dở dang,Chuyển từ xây dựngcơ bản dở dang,Chuyển từ xây dựngcơ bản dở dang,-,-,2.749.287.993,2.749.287.993,,,2749287993.0,2749287993.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(5.219.157.168),(58.957.900.902),(48.165.933.280),(112.342.991.350),-5219157168.0,-58957900902.0,-48165933280.0,-112342991350.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,127.407.170.305,134.104.935.791,38.427.743.659,299.939.849.755,127407170305.0,134104935791.0,38427743659.0,299939849755.0
