row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40) > Tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2016 VND > (582.540.853.643) > 1.067.935.585.325,2015 VND > (228.612.565.896) > 1.298.826.375.540,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2016 VND > (582.540.853.643) > 1.067.935.585.325,numeric__2015 VND > (228.612.565.896) > 1.298.826.375.540
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiên,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiên,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiên,61,,(35.888.530),(2.278.224.319),61.0,,-35888530.0,-2278224319.0
Tiền cuối năm (70 = 50 + 60 + 61),Tiền cuối năm (70 = 50 + 60 + 61),Tiền cuối năm (70 = 50 + 60 + 61),70,5,485.358.843.152,1.067.935.585.325,70.0,5.0,485358843152.0,1067935585325.0
