row_label_raw,row_label_full,col_0,Giá trị ghi số VND,Dòng tiền theo hợp đồng VND,Trong vòng 1 năm VND,numeric__Giá trị ghi số VND,numeric__Dòng tiền theo hợp đồng VND,numeric__Trong vòng 1 năm VND
Phải trả người bán,Phải trả người bán,Phải trả người bán,2.118.962.866.700,2.118.962.866.700,2.118.962.866.700,2118962866700.0,2118962866700.0,2118962866700.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,439.923.313.515,439.923.313.515,439.923.313.515,439923313515.0,439923313515.0,439923313515.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,559.028.023.597,559.028.023.597,559.028.023.597,559028023597.0,559028023597.0,559028023597.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,579.352.532.299,579.352.532.299,579.352.532.299,579352532299.0,579352532299.0,579352532299.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.242.010.000.000,1.250.658.738.352,1.250.658.738.352,1242010000000.0,1250658738352.0,1250658738352.0
,,,4.939.276.736.111,4.947.925.474.463,4.947.925.474.463,4939276736111.0,4947925474463.0,4947925474463.0
