row_label_raw,row_label_full,col_0,Giá trị ghi sổ VND,Dòng tiền theo hợp đồng VND,Trong vòng 1 năm VND,numeric__Giá trị ghi sổ VND,numeric__Dòng tiền theo hợp đồng VND,numeric__Trong vòng 1 năm VND
Phải trả người bán,Phải trả người bán,Phải trả người bán,2.568.934.375.909,2.568.934.375.909,2.568.934.375.909,2568934375909.0,2568934375909.0,2568934375909.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,166.926.421.131,166.926.421.131,166.926.421.131,166926421131.0,166926421131.0,166926421131.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,984.149.487.382,984.149.487.382,984.149.487.382,984149487382.0,984149487382.0,984149487382.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,574.093.150.299,574.093.150.299,574.093.150.299,574093150299.0,574093150299.0,574093150299.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.200.000.000.000,1.209.473.333.333,1.209.473.333.333,1200000000000.0,1209473333333.0,1209473333333.0
,,,5.494.103.434.721,5.503.576.768.054,5.503.576.768.054,5494103434721.0,5503576768054.0,5503576768054.0
