row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 Triệu VND,1/1/2022 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 Triệu VND,numeric__1/1/2022 Triệu VND
Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),200,,93.668.191,82.463.295,200.0,,93668191.0,82463295.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,8,2.113.762,1.878.478,210.0,8.0,2113762.0,1878478.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,,81.150,81.150,215.0,,81150.0,81150.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,2.032.612,1.797.328,216.0,,2032612.0,1797328.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,43.535.355,42.653.939,220.0,,43535355.0,42653939.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,30.611.529,31.151.629,221.0,10.0,30611529.0,31151629.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,50.465.195,48.474.105,222.0,,50465195.0,48474105.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(19.853.666),(17.322.476),223.0,,-19853666.0,-17322476.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,,349.310,209.550,224.0,,349310.0,209550.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,472.986,308.899,225.0,,472986.0,308899.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(123.676),(99.349),226.0,,-123676.0,-99349.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,12.574.516,11.292.760,227.0,11.0,12574516.0,11292760.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,16.375.200,14.362.471,228.0,,16375200.0,14362471.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(3.800.684),(3.069.711),229.0,,-3800684.0,-3069711.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,12,729.763,810.057,230.0,12.0,729763.0,810057.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,1.148.248,1.174.802,231.0,,1148248.0,1174802.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(418.485),(364.745),232.0,,-418485.0,-364745.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,3.324.848,2.021.827,240.0,,3324848.0,2021827.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,13,3.324.848,2.021.827,242.0,13.0,3324848.0,2021827.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,31.333.885,24.538.803,250.0,,31333885.0,24538803.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,7(c),28.480.242,24.538.803,252.0,,28480242.0,24538803.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,7(d),2.853.643,-,253.0,,2853643.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,12.630.578,10.560.191,260.0,,12630578.0,10560191.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14,7.259.881,6.593.682,261.0,14.0,7259881.0,6593682.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,15,302.220,609.690,262.0,15.0,302220.0,609690.0
Lợi thể thương mại,Lợi thể thương mại,Lợi thể thương mại,269,16,5.068.477,3.356.819,269.0,16.0,5068477.0,3356819.0
TỔNG TẢI SẢN (\( 270 = 100 + 200 \)),TỔNG TẢI SẢN (\( 270 = 100 + 200 \)),TỔNG TẢI SẢN (\( 270 = 100 + 200 \)),270,,141.342.815,126.093.471,270.0,,141342815.0,126093471.0
