row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022Triệu VND,1/1/2022Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022Triệu VND,numeric__1/1/2022Triệu VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,47.674.624,43.630.176,100.0,,47674624.0,43630176.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,13.853.100,22.304.822,110.0,6.0,13853100.0,22304822.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,1.718.476,6.885.412,111.0,,1718476.0,6885412.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,12.134.624,15.419.410,112.0,,12134624.0,15419410.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,3.659.175,332.753,120.0,,3659175.0,332753.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,7(a),3.302.172,-,121.0,,3302172.0,
Đầu tư nằm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,7(b),357.003,332.753,123.0,,357003.0,332753.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,8,13.929.560,6.634.409,130.0,8.0,13929560.0,6634409.0
Phải thu của khách hàng,TÀI SẢN > Phải thu của khách hàng,Phải thu của khách hàng,131,,2.735.816,2.480.224,131.0,,2735816.0,2480224.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,,1.227.666,851.052,132.0,,1227666.0,851052.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,,-,2.452.812,135.0,,,2452812.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,,10.007.179,883.690,136.0,,10007179.0,883690.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,,(47.369),(33.369),137.0,,-47369.0,-33369.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,6.268,-,139.0,,6268.0,
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,9,14.445.345,12.813.391,140.0,9.0,14445345.0,12813391.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,14.634.281,12.947.923,141.0,,14634281.0,12947923.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(188.936),(134.532),149.0,,-188936.0,-134532.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,1.787.444,1.544.801,150.0,,1787444.0,1544801.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,374.120,256.766,151.0,,374120.0,256766.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,1.253.949,1.233.915,152.0,,1253949.0,1233915.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,17(a),159.375,54.120,153.0,,159375.0,54120.0
