row_label_raw,row_label_full,col_0,1/1/2022Giá trị ghi sổ/Số cókhả năngtrả nợTriệu VND,Biến động trong năm > TăngTriệu VND,Biến động trong năm > Hoàn trảTriệu VND,Biến động trong năm > Đánhgiá lạiTriệu VND,31/12/2022Giá trị ghi sổ/Số cókhả năngtrả nợTriệu VND,numeric__1/1/2022Giá trị ghi sổ/Số cókhả năngtrả nợTriệu VND,numeric__Biến động trong năm > TăngTriệu VND,numeric__Biến động trong năm > Hoàn trảTriệu VND,numeric__Biến động trong năm > Đánhgiá lạiTriệu VND,numeric__31/12/2022Giá trị ghi sổ/Số cókhả năngtrả nợTriệu VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,14.947.096,47.681.072,(45.590.255),9.161,17.047.074,14947096.0,47681072.0,-45590255.0,9161.0,17047074.0
"Vay, trái phiếu phát hành vànợ thuê tài chính dài hạn đếnhạn trả","Vay, trái phiếu phát hành vànợ thuê tài chính dài hạn đếnhạn trả","Vay, trái phiếu phát hành vànợ thuê tài chính dài hạn đếnhạn trả",3.858.631,27.485.313,(8.205.638),381.999,23.520.305,3858631.0,27485313.0,-8205638.0,381999.0,23520305.0
,,,18.805.727,75.166.385,(53.795.893),391.160,40.567.379,18805727.0,75166385.0,-53795893.0,391160.0,40567379.0
