row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2022 Triệu VND,2021 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2022 Triệu VND,numeric__2021 Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
"Tiền thu từ phát hành cổ phiếu của Công ty và các công ty con, sau khi trừ các chi phí giao dịch liên quan","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu của Công ty và các công ty con, sau khi trừ các chi phí giao dịch liên quan","Tiền thu từ phát hành cổ phiếu của Công ty và các công ty con, sau khi trừ các chi phí giao dịch liên quan",31,,(40.387),17.363.923,31.0,,-40387.0,17363923.0
Tiền chi mua lại cổ phiếu đã phát hành của công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi mua lại cổ phiếu đã phát hành của công ty con,Tiền chi mua lại cổ phiếu đã phát hành của công ty con,32,,-,(9.777.448),32.0,,,-9777448.0
"Tiền thu từ đi vay, phát hành trái phiếu và các hoạt động tài chính khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay, phát hành trái phiếu và các hoạt động tài chính khác","Tiền thu từ đi vay, phát hành trái phiếu và các hoạt động tài chính khác",33,,78.059.927,60.085.748,33.0,,78059927.0,60085748.0
Tiền chi trả nợ gốc vay và trái phiếu và các hoạt động tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc vay và trái phiếu và các hoạt động tài chính khác,Tiền chi trả nợ gốc vay và trái phiếu và các hoạt động tài chính khác,34,,(54.956.359),(57.114.898),34.0,,-54956359.0,-57114898.0
Tiền chi trả nợ gốc thuê tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc thuê tài chính,Tiền chi trả nợ gốc thuê tài chính,35,,(13.927),(19.537),35.0,,-13927.0,-19537.0
Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,36,,(1.253.082),(3.442.095),36.0,,-1253082.0,-3442095.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,21.796.172,7.095.693,40.0,,21796172.0,7095693.0
Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),50,,(8.439.939),14.585.825,50.0,,-8439939.0,14585825.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,22.304.822,7.721.442,60.0,,22304822.0,7721442.0
Ảnh hưởng của thay đổi tỷ giá hối đoái,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,,(11.783),(2.445),61.0,,-11783.0,-2445.0
Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),70,6,13.853.100,22.304.822,70.0,6.0,13853100.0,22304822.0
