row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích kinh tế > 31/12/2022,Tỷ lệ lợi ích kinh tế > 1/1/2022,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích kinh tế > 31/12/2022,numeric__Tỷ lệ lợi ích kinh tế > 1/1/2022
Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,,,,,,
1,Công ty con sở hữu trực tiếp > 1,1,Công ty Cổ phần Tầm nhìn Masan (“MH”),(b),Tư vấn quản lý đầu tư,"Phòng 802, Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",-,"99,9%",,,,,,0.9990000000000001
2,Công ty con sở hữu trực tiếp > 2,2,Công ty Cổ phần Masan MEATLife (“MML”),,"Tư vấn quản lý đầu tư, kinh doanh thức ăn chăn nuôi","Tầng 10, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","94,9%","87,8%",,,,,0.9490000000000001,0.878
3,Công ty con sở hữu trực tiếp > 3,3,Công ty TNHH The SHERPA (“SHERPA”),,Tư vấn quản lý đầu tư,"Tầng 10, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","99,9%","99,9%",,,,,0.9990000000000001,0.9990000000000001
4,Công ty con sở hữu trực tiếp > 4,4,Công ty TNHH Zenith Investment (“Zenith”),(a),Tư vấn quản lý đầu tư,"Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","99,9%",-,,,,,0.9990000000000001,
