row_label_raw,row_label_full,col_0,Vốn cổ phần Triệu VND,Thặng dư vốn cổ phần Triệu VND,Vốn khác của chủ sở hữu Triệu VND,Chênh lệch tỷ giá hối đoai Triệu VND,Quỹ khác thuộc vốn chủ sở hữu Triệu VND,Lợi nhuận sau thuế chưa phân phối Triệu VND,Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,Lợi ích cổ đông không kiểm soát Triệu VND,Tổng Triệu VND,numeric__Vốn cổ phần Triệu VND,numeric__Thặng dư vốn cổ phần Triệu VND,numeric__Vốn khác của chủ sở hữu Triệu VND,numeric__Chênh lệch tỷ giá hối đoai Triệu VND,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu VND,numeric__Lợi nhuận sau thuế chưa phân phối Triệu VND,numeric__Vốn chủ sở hữu thuộc về cổ đông của Công ty Triệu VND,numeric__Lợi ích cổ đông không kiểm soát Triệu VND,numeric__Tổng Triệu VND
Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,11.805.347,11.084.247,(8.388.147),(339.255),(147.087),18.795.877,32.810.982,9.525.670,42.336.652,11805347.0,11084247.0,-8388147.0,-339255.0,-147087.0,18795877.0,32810982.0,9525670.0,42336652.0
Phát hành cổ phiếu mới Giao dịch với cổ đông không kiểm soát,Phát hành cổ phiếu mới Giao dịch với cổ đông không kiểm soát,Phát hành cổ phiếu mới Giao dịch với cổ đông không kiểm soát,2.431.901,(2.361.119),-,-,-,-,70.782,-,70.782,2431901.0,-2361119.0,,,,,70782.0,,70782.0
Hợp nhất kinh doanh (Thuyết minh 5),Hợp nhất kinh doanh (Thuyết minh 5),Hợp nhất kinh doanh (Thuyết minh 5),-,-,-,-,-,(9.847.835),(9.847.835),(1.309.493),(11.157.328),,,,,,-9847835.0,-9847835.0,-1309493.0,-11157328.0
Lợi nhuận thuần trong năm Cổ tức đã phân phối của Công ty (Thuyết minh 25),Lợi nhuận thuần trong năm Cổ tức đã phân phối của Công ty (Thuyết minh 25),Lợi nhuận thuần trong năm Cổ tức đã phân phối của Công ty (Thuyết minh 25),-,-,-,-,-,-,3.566.996,1.187.388,4.754.384,,,,,,,3566996.0,1187388.0,4754384.0
Cổ tức đã phân phối của các công ty con,Cổ tức đã phân phối của các công ty con,Cổ tức đã phân phối của các công ty con,-,-,-,-,-,(1.138.980),(1.138.980),-,(1.138.980),,,,,,-1138980.0,-1138980.0,,-1138980.0
"Tái đánh giá nợ phải trả phúc lợi hữu trí, trừ đi ảnh hưởng thuế","Tái đánh giá nợ phải trả phúc lợi hữu trí, trừ đi ảnh hưởng thuế","Tái đánh giá nợ phải trả phúc lợi hữu trí, trừ đi ảnh hưởng thuế",-,-,-,-,730.712,-,730.712,115.526,846.238,,,,,730712.0,,730712.0,115526.0,846238.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,-,-,-,(45.903),-,-,(45.903),1.644,(44.259),,,,-45903.0,,,-45903.0,1644.0,-44259.0
Khác,Khác,Khác,-,-,-,-,-,5.882,5.882,(7.204),(1.322),,,,,,5882.0,5882.0,-7204.0,-1322.0
Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,14.237.248,8.723.128,(8.388.147),(385.158),583.625,11.381.940,26.152.636,10.484.103,36.636.739,14237248.0,8723128.0,-8388147.0,-385158.0,583625.0,11381940.0,26152636.0,10484103.0,36636739.0
