row_label_raw,row_label_full,col_0,Triệu VND,numeric__Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,5.052.685,5052685.0
Hợp nhất kinh doanh (Thuyết minh 5),Nguyên giá > Hợp nhất kinh doanh (Thuyết minh 5),Hợp nhất kinh doanh (Thuyết minh 5),2.403.981,2403981.0
Biến động khác,Nguyên giá > Biến động khác,Biến động khác,(10.052),-10052.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,7.446.614,7446614.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,1.695.866,1695866.0
Phân bổ trong năm,Giá trị hao mòn lũy kế > Phân bổ trong năm,Phân bổ trong năm,682.271,682271.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,2.378.137,2378137.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,3.356.819,3356819.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,5.068.477,5068477.0
