row_label_raw,row_label_full,col_0,2022,2022_1,2021,2021_1,numeric__2022,numeric__2022_1,numeric__2021,numeric__2021_1
,,,%,Triệu VND,%,Triệu VND,,,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"100,0%",5.147.152,"100,0%",11.488.784,1.0,5147152.0,1.0,11488784.0
Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,"20,0%",1.029.430,"20,0%",2.297.757,0.2,1029430.0,0.2,2297757.0
Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,"(12,6%)",(648.870),"(7,3%)",(835.165),,-648870.0,,-835165.0
Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ánh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ánh hưởng của các giao dịch hợp nhất,"(0,4%)",(19.646),"0,0%",(3.087),,-19646.0,0.0,-3087.0
Chi phí không được khấu trừ thuế Ánh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ánh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ánh hưởng của phần lãi trong các công ty liên kết,"1,6%",81.619,"0,5%",61.431,0.016,81619.0,0.005,61431.0
Chi phí không được khấu trừ thuế Ánh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ánh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ánh hưởng của phần lãi trong các công ty liên kết,(16.8%),(865.142),"(6,8%)",(779.328),,-865142.0,,-779328.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,"19,7%",1.015.248,"9,5%",1.090.641,0.19699999999999998,1015248.0,0.095,1090641.0
Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,"(2,3%)",(119.901),"0,0%",(224),,-119901.0,0.0,-224.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,"(0,3%)",(16.390),"(3,7%)",(428.202),,-16390.0,,-428202.0
Hoàn nhập tài sản thuế thu nhập hoãn lại,Hoàn nhập tài sản thuế thu nhập hoãn lại,Hoàn nhập tài sản thuế thu nhập hoãn lại,"(1,2%)",(63.582),"(0,1%)",(16.420),,-63582.0,,-16420.0
,,,"7,6%",392.766,"12,1%",1.387.403,0.076,392766.0,0.121,1387403.0
