row_label_raw,row_label_full,col_0,TechcombankTriệu VND,CholimexTriệu VND,VissanTriệu VND,JiangwuTriệu VND,Phúc LongHeritageTriệu VND,TổngTriệu VND,numeric__TechcombankTriệu VND,numeric__CholimexTriệu VND,numeric__VissanTriệu VND,numeric__JiangwuTriệu VND,numeric__Phúc LongHeritageTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,21.595.443,249.392,2.135.490,180.510,377.968,24.538.803,21595443.0,249392.0,2135490.0,180510.0,377968.0,24538803.0
Phần lợi nhuận phát sinh sau ngày đầu tư của công ty liên kết,Phần lợi nhuận phát sinh sau ngày đầu tư của công ty liên kết,Phần lợi nhuận phát sinh sau ngày đầu tư của công ty liên kết,4.309.754,13.296,-,13.939,2.661,4.339.650,4309754.0,13296.0,,13939.0,2661.0,4339650.0
Cổ tức công bố,Cổ tức công bố,Cổ tức công bố,-,(13.296),-,-,-,(13.296),,-13296.0,,,,-13296.0
Chuyển sang đầu tư vào công ty con (Thuyết minh 5),Chuyển sang đầu tư vào công ty con (Thuyết minh 5),Chuyển sang đầu tư vào công ty con (Thuyết minh 5),-,-,-,-,(380.629),(380.629),,,,,-380629.0,-380629.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,-,-,-,(4.286),-,(4.286),,,,-4286.0,,-4286.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,25.905.197,249.392,2.135.490,190.163,-,28.480.242,25905197.0,249392.0,2135490.0,190163.0,,28480242.0
