row_label_raw,row_label_full,col_0,Quyền sử dụng đấtTriệu VND,Phần mềmvi tínhTriệu VND,Thương hiệuTriệu VND,Quan hệkhách hàngTriệu VND,Quyền khaithác môTriệu VND,Tài nguyênnướckhoángTriệu VND,Quyền khaithác nguồnnước khoángTriệu VND,Công nghệTriệu VND,Chi phítriển khaiTriệu VND,KhácTriệu VND,TổngTriệu VND,numeric__Quyền sử dụng đấtTriệu VND,numeric__Phần mềmvi tínhTriệu VND,numeric__Thương hiệuTriệu VND,numeric__Quan hệkhách hàngTriệu VND,numeric__Quyền khaithác môTriệu VND,numeric__Tài nguyênnướckhoángTriệu VND,numeric__Quyền khaithác nguồnnước khoángTriệu VND,numeric__Công nghệTriệu VND,numeric__Chi phítriển khaiTriệu VND,numeric__KhácTriệu VND,numeric__TổngTriệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,3.763.977,960.551,2.326.350,3.721.417,792.657,412.698,73.010,1.439.172,726.624,146.015,14.362.471,3763977.0,960551.0,2326350.0,3721417.0,792657.0,412698.0,73010.0,1439172.0,726624.0,146015.0,14362471.0
Tăng trong năm/Tăngtừ hợp nhất kinh doanh,Nguyên giá > Tăng trong năm/Tăngtừ hợp nhất kinh doanh,Tăng trong năm/Tăngtừ hợp nhất kinh doanh,56.675,9.808,1.284.116,-,-,-,6.570,696.959,-,-,2.054.128,56675.0,9808.0,1284116.0,,,,6570.0,696959.0,,,2054128.0
Chuyển từ xây dựngcơ bản dở dang,Nguyên giá > Chuyển từ xây dựngcơ bản dở dang,Chuyển từ xây dựngcơ bản dở dang,-,43.247,-,-,-,-,-,-,-,-,43.247,,43247.0,,,,,,,,,43247.0
Xóa số,Nguyên giá > Xóa số,Xóa số,(52),(777),-,-,-,-,(209),-,-,-,(1.038),-52.0,-777.0,,,,,-209.0,,,,-1038.0
Chênh lệch quy đốitiền tệ,Nguyên giá > Chênh lệch quy đốitiền tệ,Chênh lệch quy đốitiền tệ,(733),(6.598),(22.828),(4.688),-,-,(2.414),(31.489),(13.972),(886),(83.608),-733.0,-6598.0,-22828.0,-4688.0,,,-2414.0,-31489.0,-13972.0,-886.0,-83608.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,3.819.867,1.006.231,3.587.638,3.716.729,792.657,412.698,76.957,2.104.642,712.652,145.129,16.375.200,3819867.0,1006231.0,3587638.0,3716729.0,792657.0,412698.0,76957.0,2104642.0,712652.0,145129.0,16375200.0
