row_label_raw,row_label_full,col_0,TSVNTriệu VND,NyoboltTriệu VND,TổngTriệu VND,numeric__TSVNTriệu VND,numeric__NyoboltTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,-,-,-,,,
Tăng trong năm,Số dư đầu năm > Tăng trong năm,Tăng trong năm,1.511.280,1.342.363,2.853.643,1511280.0,1342363.0,2853643.0
Số dư cuối năm,Số dư đầu năm > Số dư cuối năm,Số dư cuối năm,1.511.280,1.342.363,2.853.643,1511280.0,1342363.0,2853643.0
