row_label_raw,row_label_full,col_0,1/1/2022Triệu VND,Tăng từ hợp nhất kinh doanhTriệu VND,Ghi nhận trong báo cáo lãi lỗTriệu VND,Ghi nhận trong vốn chủ sở hữuTriệu VND,31/12/2022Triệu VND,numeric__1/1/2022Triệu VND,numeric__Tăng từ hợp nhất kinh doanhTriệu VND,numeric__Ghi nhận trong báo cáo lãi lỗTriệu VND,numeric__Ghi nhận trong vốn chủ sở hữuTriệu VND,numeric__31/12/2022Triệu VND
"Chi phí phải trả, dự phòng và các khoản khác","Chi phí phải trả, dự phòng và các khoản khác","Chi phí phải trả, dự phòng và các khoản khác",206.583,-,(13.895),6.781,199.469,206583.0,,-13895.0,6781.0,199469.0
Tải đánh giá nợ phải trả phúc lợi hữu trí,Tải đánh giá nợ phải trả phúc lợi hữu trí,Tải đánh giá nợ phải trả phúc lợi hữu trí,653.730,-,32.990,(460.913),225.807,653730.0,,32990.0,-460913.0,225807.0
Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,20.564,-,13.151,501,34.216,20564.0,,13151.0,501.0,34216.0
Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,185.644,-,97.678,(3.780),279.542,185644.0,,97678.0,-3780.0,279542.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,(1.247.939),-,638.119,14.747,(595.073),-1247939.0,,638119.0,14747.0,-595073.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(2.167.063),(445.043),(447.850),19.978,(3.039.978),-2167063.0,-445043.0,-447850.0,19978.0,-3039978.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,(297.477),-,-,-,(297.477),-297477.0,,,,-297477.0
Khác,Khác,Khác,40.253,-,(86.210),-,(45.957),40253.0,,-86210.0,,-45957.0
,,,(2.605.705),(445.043),233.983,(422.686),(3.239.451),-2605705.0,-445043.0,233983.0,-422686.0,-3239451.0
