row_label_raw,row_label_full,Vicco Saigon,Phí thuê văn phòng,705.669.327,4.129.407.487,numeric__Phí thuê văn phòng,numeric__705.669.327,numeric__4.129.407.487
Ihouzz,Ihouzz,Ihouzz,Chi phí HTKD,400.000.000,-,,400000000.0,
Cara Group,Cara Group,Cara Group,Dịch vụ môi giới,35.328.330,-,,35328330.0,
GPT,GPT,GPT,Dịch vụ môi giới,34.530.387,-,,34530387.0,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Dịch vụ môi giới,9.939.243,-,,9939243.0,
Hà An,Hà An,Hà An,Dịch vụ khác,500.668,500.668,,500668.0,500668.0
,,,,1.185.967.955,4.129.908.155,,1185967955.0,4129908155.0
