row_label_raw,row_label_full,Đất Xanh Miền Nam,Tạm ứng phí dịch vụ môi giới,15.920.834.163,18.823.562.352,numeric__Tạm ứng phí dịch vụ môi giới,numeric__15.920.834.163,numeric__18.823.562.352
LinkGroup,LinkGroup,LinkGroup,Tạm ứng phí dịch vụ môi giới,6.255.976.260,7.777.824.673,,6255976260.0,7777824673.0
DXMD,DXMD,DXMD,Tạm ứng phí dịch vụ môi giới,5.013.014.775,6.434.846.482,,5013014775.0,6434846482.0
Cara Group,Cara Group,Cara Group,Tạm ứng phí dịch vụ môi giới,4.762.978.447,231.361.784,,4762978447.0,231361784.0
GPT,GPT,GPT,Tạm ứng phí dịch vụ môi giới,1.660.412.867,2.698.512.093,,1660412867.0,2698512093.0
Các công ty khác,Các công ty khác,Các công ty khác,Tạm ứng phí dịch vụ môi giới,155.932.042,730.357.096,,155932042.0,730357096.0
,,,,33.769.148.554,36.696.464.480,,33769148554.0,36696464480.0
