row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
"Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")","Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")",Công ty con,
"Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")","Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")","Công ty Cổ phần Bất động sản Bắc Miền Tây (""BĐS Bắc Miền Tây"")",Công ty con,
"Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")","Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")","Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")",Công ty con,
"Công ty TNHH Đầu tư LinkLand (""Đầu tư Linkland"")","Công ty TNHH Đầu tư LinkLand (""Đầu tư Linkland"")","Công ty TNHH Đầu tư LinkLand (""Đầu tư Linkland"")",Công ty con,
"Công ty Cổ phần Bất động sản LinkHouse (""Linkhouse"")","Công ty Cổ phần Bất động sản LinkHouse (""Linkhouse"")","Công ty Cổ phần Bất động sản LinkHouse (""Linkhouse"")",Công ty con,
"Công ty Cổ phần Bất động sản LinkHouse Miền Trung (""Linkhouse Miền Trung"")","Công ty Cổ phần Bất động sản LinkHouse Miền Trung (""Linkhouse Miền Trung"")","Công ty Cổ phần Bất động sản LinkHouse Miền Trung (""Linkhouse Miền Trung"")",Công ty con,
"Công ty Cổ phần TM DV Việt Nhật Cares (""Việt Nhật Cares"")","Công ty Cổ phần TM DV Việt Nhật Cares (""Việt Nhật Cares"")","Công ty Cổ phần TM DV Việt Nhật Cares (""Việt Nhật Cares"")",Công ty con,
"Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")","Công ty TNHH Đầu tư Xây dựng Ngọc Lễ (""Ngọc Lễ"")",Công ty con,
"Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")","Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")",Công ty con,
"Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")","Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")","Công ty Cổ phần Đầu tư và Dịch vụ DN Premium (""DN Premium"")",Công ty con,
"Công ty Cổ phần Bất động sản City Invest (""City Invest"")","Công ty Cổ phần Bất động sản City Invest (""City Invest"")","Công ty Cổ phần Bất động sản City Invest (""City Invest"")",Công ty con,
"Công ty Cổ phần Địa ốc Tây Nguyên (""Địa Ốc Tây Nguyên"")","Công ty Cổ phần Địa ốc Tây Nguyên (""Địa Ốc Tây Nguyên"")","Công ty Cổ phần Địa ốc Tây Nguyên (""Địa Ốc Tây Nguyên"")",Công ty con,
"Công ty Cổ phần Propcom (""Propcom"")","Công ty Cổ phần Propcom (""Propcom"")","Công ty Cổ phần Propcom (""Propcom"")",Công ty con,
"Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")","Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")","Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")",Công ty con,
"Công ty TNHH S-O Farm (""S-O Farm"")","Công ty TNHH S-O Farm (""S-O Farm"")","Công ty TNHH S-O Farm (""S-O Farm"")",Công ty con,
"Công ty TNHH Công Nghệ S-Tech (""S-Tech"")","Công ty TNHH Công Nghệ S-Tech (""S-Tech"")","Công ty TNHH Công Nghệ S-Tech (""S-Tech"")",Công ty con,
"Công ty TNHH Regal Food (""Regal Food"")","Công ty TNHH Regal Food (""Regal Food"")","Công ty TNHH Regal Food (""Regal Food"")",Công ty con,
"Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")","Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")","Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")",Công ty con,
