row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.890.399.803.935,5.547.724.270.670,,,4890399803935.0,5547724270670.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,31.149.989.776,17.923.773.806,,4.0,31149989776.0,17923773806.0
111,111,111,1. Tiền,,3.642.166.669,7.415.950.699,,,3642166669.0,7415950699.0
112,112,112,2. Các khoản tương đương tiền,,27.507.823.107,10.507.823.107,,,27507823107.0,10507823107.0
130,130,130,II. Các khoản phải thu ngắn hạn,,4.767.264.994.315,5.453.081.152.002,,,4767264994315.0,5453081152002.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,412.667.488.817,727.511.200.436,,5.0,412667488817.0,727511200436.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,268.470.641.644,268.371.654.395,,6.0,268470641644.0,268371654395.0
135,135,135,3. Phải thu về cho vay ngắn hạn,20,78.431.175.222,68.657.481.597,,20.0,78431175222.0,68657481597.0
136,136,136,4. Phải thu ngắn hạn khác,7,4.021.191.036.279,4.399.917.177.193,,7.0,4021191036279.0,4399917177193.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"5, 7",(13.495.347.647),(11.376.361.619),,,-13495347647.0,-11376361619.0
140,140,140,III. Hàng tồn kho,,1.838.698.616,3.353.744.165,,,1838698616.0,3353744165.0
141,141,141,1. Hàng tồn kho,,1.838.698.616,3.353.744.165,,,1838698616.0,3353744165.0
150,150,150,IV. Tài sản ngắn hạn khác,,90.146.121.228,73.365.600.697,,,90146121228.0,73365600697.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,88.042.850.561,71.262.330.030,,8.0,88042850561.0,71262330030.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,,2.103.270.667,2.103.270.667,,,2103270667.0,2103270667.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.085.270.940.577,2.996.467.194.914,,,3085270940577.0,2996467194914.0
210,210,210,I. Các khoản phải thu dài hạn,,69.264.000.000,83.195.175.222,,,69264000000.0,83195175222.0
215,215,215,1. Phải thu về cho vay dài hạn,20,,13.931.175.222,,20.0,,13931175222.0
216,216,216,2. Phải thu dài hạn khác,7,69.264.000.000,69.264.000.000,,7.0,69264000000.0,69264000000.0
220,220,220,II. Tài sản cố định,,346.472.133,6.320.304.440,,,346472133.0,6320304440.0
221,221,221,1. Tài sản cố định hữu hình,,346.472.133,618.904.533,,,346472133.0,618904533.0
222,222,222,Nguyên giá,,1.871.998.034,1.871.998.034,,,1871998034.0,1871998034.0
223,223,223,Giá trị khấu hao lũy kế,,(1.525.525.901),(1.253.093.501),,,-1525525901.0,-1253093501.0
227,227,227,2. Tài sản cố định vô hình,,-,5.701.399.907,,,,5701399907.0
228,228,228,Nguyên giá,,24.080.973.475,24.080.973.475,,,24080973475.0,24080973475.0
229,229,229,Giá trị hao mòn lũy kế,,(24.080.973.475),(18.379.573.568),,,-24080973475.0,-18379573568.0
250,250,250,III. Đầu tư tài chính dài hạn,9,3.015.332.896.165,2.906.513.159.366,,9.0,3015332896165.0,2906513159366.0
251,251,251,1. Đầu tư vào công ty con,,3.094.117.718.518,2.961.429.241.483,,,3094117718518.0,2961429241483.0
252,252,252,2. Đầu tư vào công ty liên kết,,171.375.142.277,171.375.142.277,,,171375142277.0,171375142277.0
254,254,254,3. Dự phòng đầu tư dài hạn,,(250.159.964.630),(226.291.224.394),,,-250159964630.0,-226291224394.0
260,260,260,IV. Tài sản dài hạn khác,,327.572.279,438.555.886,,,327572279.0,438555886.0
261,261,261,1. Chi phí trả trước dài hạn,,144.921.665,261.905.272,,,144921665.0,261905272.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,19.4,182.650.614,176.650.614,,194.0,182650614.0,176650614.0
270,270,270,TỔNG CỘNG TÀI SẢN,,7.975.670.744.512,8.544.191.465.584,,,7975670744512.0,8544191465584.0
