row_label_raw,row_label_full,DXMD,Tạm ứng kinh phí khảo sát thị trường,12.406.177.771,-,numeric__Tạm ứng kinh phí khảo sát thị trường,numeric__12.406.177.771,numeric__-
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Tạm ứng môi giới,5.901.103,-,,5901103.0,
Cara Group,Cara Group,Cara Group,Tạm ứng HTKD,-,53.394.069,,,53394069.0
,,,,12.412.078.874,53.394.069,,12412078874.0,53394069.0
