row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,14.682.000.025,15.728.518.512,14682000025.0,15728518512.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.925.367.738,6.471.129.685,7925367738.0,6471129685.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,5.689.624.124,7.539.196.927,5689624124.0,7539196927.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.029.500.000,1.661.395.950,1029500000.0,1661395950.0
Chi phí khác,Chi phí khác,Chi phí khác,37.508.163,56.795.950,37508163.0,56795950.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,13.631.296.819,14.749.901.885,13631296819.0,14749901885.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.208.131.134,8.283.502.342,7208131134.0,8283502342.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.904.214.598,3.238.121.100,2904214598.0,3238121100.0
Chi phí dự phòng nợ khó đòi,Chi phí dự phòng nợ khó đòi,Chi phí dự phòng nợ khó đòi,2.118.986.028,1.523.814.330,2118986028.0,1523814330.0
Chi phí khác,Chi phí khác,Chi phí khác,1.399.965.059,1.704.464.113,1399965059.0,1704464113.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,28.313.296.844,30.478.420.397,28313296844.0,30478420397.0
