row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Cara Group,Cara Group,Cara Group,Thu hồi vốn HTKD,5.157.894.737,-,,5157894737.0,
Cara Group,Cara Group,Cara Group,Phí dịch vụ môi giới,242.445.558,-,,242445558.0,
Cara Group,Cara Group,Cara Group,Doanh thu được chia từ HĐHTKD,48.540.064,-,,48540064.0,
DXMD Việt Nam,DXMD Việt Nam,DXMD Việt Nam,Phí dịch vụ môi giới,2.913.125.781,1.365.067.449,,2913125781.0,1365067449.0
DXMD Việt Nam,DXMD Việt Nam,DXMD Việt Nam,Doanh thu môi giới,93.277.049,333.344.817,,93277049.0,333344817.0
Vicco,Vicco,Vicco,Phí thuê văn phòng,2.566.070.280,3.207.570.930,,2566070280.0,3207570930.0
Ihouzz,Ihouzz,Ihouzz,Chi phí HĐHTKD,2.000.000.000,-,,2000000000.0,
Ihouzz,Ihouzz,Ihouzz,Doanh thu môi giới,301.778.218,80.000.000,,301778218.0,80000000.0
Ihouzz,Ihouzz,Ihouzz,Trả gốc vay,-,27.500.000.000,,,27500000000.0
Ihouzz,Ihouzz,Ihouzz,Trả vốn góp theo,-,19.914.000.000,,,19914000000.0
Ihouzz,Ihouzz,Ihouzz,HĐHTKD,,,,,
Ihouzz,Ihouzz > Ihouzz,Ihouzz,Trả lãi vay,-,4.562.236.158,,,4562236158.0
Ihouzz,Ihouzz > Ihouzz,Ihouzz,Lãi vay,-,197.465.753,,,197465753.0
GPT,Ihouzz > GPT,GPT,Phí dịch vụ môi giới,1.108.588.097,303.769.658,,1108588097.0,303769658.0
GPT,Ihouzz > GPT,GPT,Hoàn ký quỹ,300.000.000,100.000.000,,300000000.0,100000000.0
GPT,Ihouzz > GPT,GPT,Doanh thu môi giới,142.645.102,-,,142645102.0,
Commercial,Ihouzz > Commercial,Commercial,Doanh thu môi giới,675.716.744,-,,675716744.0,
Commercial,Ihouzz > Commercial,Commercial,Góp vốn,-,1.400.000.000,,,1400000000.0
BĐS Indochine,Ihouzz > BĐS Indochine,BĐS Indochine,Doanh thu môi giới,506.937.105,159.825.797,,506937105.0,159825797.0
Đất Xanh Miền Bắc,Ihouzz > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Phí dịch vụ môi giới,240.927.172,-,,240927172.0,
Đất Xanh Miền Bắc,Ihouzz > Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Doanh thu môi giới,38.771.853,-,,38771853.0,
Propcom,Ihouzz > Propcom,Propcom,Phí dịch vụ môi giới,105.336.378,-,,105336378.0,
Linkhouse,Ihouzz > Linkhouse,Linkhouse,Hoàn ký quỹ,70.000.000,100.000.000,,70000000.0,100000000.0
Asahi Luxstay,Ihouzz > Asahi Luxstay,Asahi Luxstay,Chi phí lưu trú,2.592.593,-,,2592593.0,
Hội An,Ihouzz > Hội An,Hội An,Ký quỹ môi giới,-,38.150.000.000,,,38150000000.0
Charm & Ci,Ihouzz > Charm & Ci,Charm & Ci,Ký quỹ môi giới,-,12.617.742.467,,,12617742467.0
Nam Trung Bộ,Ihouzz > Nam Trung Bộ,Nam Trung Bộ,Hoàn ký quỹ,-,1.000.000.000,,,1000000000.0
