row_label_raw,row_label_full,Hà An,Thu hô,8.535.927.286,8.535.927.286_1,numeric__Thu hô,numeric__8.535.927.286,numeric__8.535.927.286_1
GPT,GPT,GPT,Nhận ký quỹ,6.600.000.000,6.900.000.000,,6600000000.0,6900000000.0
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Nhận ký quỹ,6.500.000.000,6.500.000.000,,6500000000.0,6500000000.0
LinkGroup,LinkGroup,LinkGroup,Nhận ký quỹ,4.700.000.000,4.700.000.000,,4700000000.0,4700000000.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Nhận ký quỹ,3.500.000.000,3.500.000.000,,3500000000.0,3500000000.0
DXMD,DXMD,DXMD,Nhận ký quỹ,3.000.000.000,3.000.000.000,,3000000000.0,3000000000.0
Tiptek,Tiptek,Tiptek,Nhận ký quỹ,1.000.000.000,1.000.000.000,,1000000000.0,1000000000.0
Linkhouse,Linkhouse,Linkhouse,Nhận ký quỹ,230.000.000,300.000.000,,230000000.0,300000000.0
Ihouzz,Ihouzz,Ihouzz,Góp vốn theo HĐHTKD,86.000.000,86.000.000,,86000000.0,86000000.0
,,,,34.151.927.286,34.521.927.286,,34151927286.0,34521927286.0
