row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận (lỗ) kế toán trước thuế,Tổng lợi nhuận (lỗ) kế toán trước thuế,Tổng lợi nhuận (lỗ) kế toán trước thuế,20.391.169.156,(163.214.880.745),20391169156.0,-163214880745.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,4.078.233.831,(32.642.976.149),4078233831.0,-32642976149.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(3.662.379.983),-,-3662379983.0,
Lỗ chưa ghi nhận thuế TNDN hoãn lại,Các khoản điều chỉnh: > Lỗ chưa ghi nhận thuế TNDN hoãn lại,Lỗ chưa ghi nhận thuế TNDN hoãn lại,-,32.927.802.778,,32927802778.0
Cổ tức nhận được,Các khoản điều chỉnh: > Cổ tức nhận được,Cổ tức nhận được,(424.827.592),(321.883.200),-424827592.0,-321883200.0
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,8.973.744,37.056.571,8973744.0,37056571.0
Chi phí phải trả,Các khoản điều chỉnh: > Chi phí phải trả,Chi phí phải trả,(6.000.000),(69.067.878),-6000000.0,-69067878.0
Thu nhập tử hoạt động khác,Các khoản điều chỉnh: > Thu nhập tử hoạt động khác,Thu nhập tử hoạt động khác,18.382.997,-,18382997.0,
Điều chỉnh thuế TNDN trích thiếu trong năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong năm trước,Điều chỉnh thuế TNDN trích thiếu trong năm trước,-,740.357.446,,740357446.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,12.382.997,671.289.568,12382997.0,671289568.0
