row_label_raw,row_label_full,Ban Kiểm soát,Bà Hoàng Thị Mai Thủy > Bà Nguyễn Thái Hà,Trường ban(từ ngày 28 tháng 4 năm 2017) > Trường ban(đến ngày 28 tháng 4 năm 2017),numeric__Bà Hoàng Thị Mai Thủy > Bà Nguyễn Thái Hà,numeric__Trường ban(từ ngày 28 tháng 4 năm 2017) > Trường ban(đến ngày 28 tháng 4 năm 2017)
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ông Hàn Phi Hải,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Trần Thị Nga,Thành viên,,
