row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,294.766.082.853,214.942.974.710,,,294766082853.0,214942974710.0
110,110,110,Tiền và các khoản tương đương tiền,3,79.904.952.746,9.115.299.410,,3.0,79904952746.0,9115299410.0
111,111,111,Tiền,,40.604.952.746,9.115.299.410,,,40604952746.0,9115299410.0
112,112,112,Các khoản tương đương tiền,,39.300.000.000,-,,,39300000000.0,
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,6.672.250.000,-,,,6672250000.0,
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),6.672.250.000,-,,,6672250000.0,
130,130,130,Các khoản phải thu ngắn hạn,,198.692.137.509,196.101.062.819,,,198692137509.0,196101062819.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,51.894.102.350,63.602.021.190,,5.0,51894102350.0,63602021190.0
132,132,132,Trả trước cho người bán ngắn hạn,6,3.486.206.480,698.398.556,,6.0,3486206480.0,698398556.0
135,135,135,Phải thu về cho vay ngắn hạn,7(a),102.727.858.552,82.166.858.552,,,102727858552.0,82166858552.0
136,136,136,Phải thu ngắn hạn khác,8(a),41.284.448.586,49.986.805.675,,,41284448586.0,49986805675.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(700.478.459),(354.887.284),,,-700478459.0,-354887284.0
139,139,139,Tài sản thiếu chờ xử lý,,-,1.866.130,,,,1866130.0
140,140,140,Hàng tồn kho,10,8.965.441.721,9.345.687.349,,10.0,8965441721.0,9345687349.0
141,141,141,Hàng tồn kho,,8.965.441.721,9.345.687.349,,,8965441721.0,9345687349.0
150,150,150,Tài sản ngắn hạn khác,,531.300.877,380.925.132,,,531300877.0,380925132.0
151,151,151,Chi phí trả trước ngắn hạn,,462.353.626,321.615.132,,,462353626.0,321615132.0
152,152,152,Thuế GTGT được khấu trừ,,9.637.251,-,,,9637251.0,
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(b),59.310.000,59.310.000,,,59310000.0,59310000.0
200,200,200,TÀI SẢN DÀI HẠN,,1.072.331.632.693,1.202.587.012.019,,,1072331632693.0,1202587012019.0
210,210,210,Các khoản phải thu dài hạn,,27.662.017.532,24.345.183.500,,,27662017532.0,24345183500.0
215,215,215,Phải thu về cho vay dài hạn,7(b),16.704.000.000,23.654.000.000,,,16704000000.0,23654000000.0
216,216,216,Phải thu dài hạn khác,8(b),10.958.017.532,691.183.500,,,10958017532.0,691183500.0
220,220,220,Tài sản cố định,,756.410.595.606,790.504.846.823,,,756410595606.0,790504846823.0
221,221,221,Tài sản cố định hữu hình,9(a),752.398.295.819,786.389.400.284,,,752398295819.0,786389400284.0
222,222,222,Nguyên giá,,1.060.682.194.778,1.043.073.248.116,,,1060682194778.0,1043073248116.0
223,223,223,Giá trị khấu hao lũy kế,,(308.283.898.959),(256.683.847.832),,,-308283898959.0,-256683847832.0
227,227,227,Tài sản cố định vô hình,9(b),4.012.299.787,4.115.446.539,,,4012299787.0,4115446539.0
228,228,228,Nguyên giá,,4.746.417.184,4.669.118.184,,,4746417184.0,4669118184.0
229,229,229,Giá trị khấu hao lũy kế,,(734.117.397),(553.671.645),,,-734117397.0,-553671645.0
240,240,240,Tài sản dở dang dài hạn,,18.577.242.888,5.786.192.113,,,18577242888.0,5786192113.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,18.577.242.888,5.786.192.113,,11.0,18577242888.0,5786192113.0
250,250,250,Đầu tư tài chính dài hạn,,256.865.646.909,367.612.290.528,,,256865646909.0,367612290528.0
251,251,251,Đầu tư vào công ty con,4(b),256.865.646.909,367.512.283.841,,,256865646909.0,367512283841.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,-,100.006.687,,,,100006687.0
260,260,260,Tài sản dài hạn khác,,12.816.129.758,14.338.499.055,,,12816129758.0,14338499055.0
261,261,261,Chi phí trả trước dài hạn,12,12.217.244.808,14.338.499.055,,12.0,12217244808.0,14338499055.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,598.884.950,-,,,598884950.0,
270,270,270,TỔNG TÀI SẢN,,1.367.097.715.546,1.417.529.986.729,,,1367097715546.0,1417529986729.0
