row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Chia doanh thu BCC,24.670.949.012,26.508.476.029,,,24670949012.0,26508476029.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Chia chi phí BCC,11.574.866.472,13.132.638.731,,,11574866472.0,13132638731.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Phân chia lợi nhuận BCC,5.789.939.887,16.748.387.147,,,5789939887.0,16748387147.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,975.455.905,1.345.023.981,,,975455905.0,1345023981.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Mua điện,1.244.400.143,1.869.116.843,,,1244400143.0,1869116843.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Cổ tức được chia,-,18.954.044.200,,,,18954044200.0
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Nhận tải sản từ sáp nhập,247.745.413.619,-,,,247745413619.0,
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Nhận nợ phải trả từ sáp nhập,761.659.215,-,,,761659215.0,
Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty Cổ phần Đầu tư Điện Tây Nguyên,Công ty con,Chi phí chi hộ,170.362.819,92.513.842,,,170362819.0,92513842.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Cổ tức được chia,39.333.901.200,35.162.123.800,,,39333901200.0,35162123800.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,4.419.146.531,1.011.768.855,,,4419146531.0,1011768855.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Mua hàng hóa và dịch vụ,40.890.958,-,,,40890958.0,
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Chi phí chi hộ,1.003.028.379,645.704.973,,,1003028379.0,645704973.0
Công ty TNHH Một thành viênXây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viênXây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viênXây lắp và Cơ điện Gia Lai,Công ty con,Góp vốn,4.000.000.000,-,,,4000000000.0,
Công ty TNHH Một thành viênXây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viênXây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viênXây lắp và Cơ điện Gia Lai,Công ty con,"Mua hàng hóa, dịch vụ",2.212.866.117,2.406.480.055,,,2212866117.0,2406480055.0
